Criterio Gastos;Criterio ingresos Edison;Fecha;Prestador Servicio;  Labor  ; Clasificaci„n Labores ;  Tractor ;  Lugar  ;  Cultivo  ;  Sector  ;  Orden/report  ;  Chofer  ;  Tractor  ;  Producto  ;  Veces  ;Cantidad;  Unid.  ;  Unitario  ;  Neto  ;  iva  ;  Total  ;  A Empresa  ;  Factura  ; Factura ;
 ValcamLlay llayTomate 17Melgado con abono ; Brice_oLlay llayTomate 17Melgado con abono ;09-09-16;Brice_o;  melga c/abono  ;Melgado con abono;; Llay llay ; Tomate 17 ;3;169;;;;1;24;  HA  ;2.500;60.000;;60.000; Valcam ;;;
 ValcamLlay llayTomate 17Acequiar ; Brice_oLlay llayTomate 17Acequiar ;09-09-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Tomate 17 ;3;169;;;;1;24;  HA  ;8.000;192.000;;192.000; Valcam ;;;
  Ventura CatemuBrocoliAradura ; Brice_oCatemuBrocoliAradura ;30-09-17;Brice_o;ST;Aradura;; Catemu ; Brocoli ;3;174;;;;2;3;  HA  ;30.000;180.000;;180.000;  Ventura  ;;;
  Ventura CatemuBrocoliAplic. Guano ; Brice_oCatemuBrocoliAplic. Guano ;30-09-17;Brice_o;Aplic. Guano;Aplic. Guano;; Catemu ; Brocoli ;3;174;;;;1;3;  HA  ;80.000;240.000;;240.000;  Ventura  ;;;
  Ventura CatemuBrocoliRotovator sin melga ; Brice_oCatemuBrocoliRotovator sin melga ;30-09-17;Brice_o;Rotovator;Rotovator sin melga;; Catemu ; Brocoli ;3;174;;;;1;3;  HA  ;60.000;180.000;;180.000;  Ventura  ;;;
 ValcamLlay llayApio 16Rastraje ; Brice_oLlay llayApio 16Rastraje ;10-10-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 16 ;  diana  ;176;;;;2;4;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayApio 16Aradura ; Brice_oLlay llayApio 16Aradura ;10-10-16;Brice_o;ST;Aradura;; Llay llay ; Apio 16 ;  diana  ;176;;;;1;4;  HA  ;30.000;120.000;;120.000; Valcam ;;;
 ValcamLlay llayApio 16Rastraje ; Brice_oLlay llayApio 16Rastraje ;10-10-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 16 ;  diana  ;176;;;;2;4;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayApio 16Melgado ; Brice_oLlay llayApio 16Melgado ;10-10-16;Brice_o;melgar;Melgado;; Llay llay ; Apio 16 ;  diana  ;176;;;;1;4;  HA  ;25.000;100.000;;100.000; Valcam ;;;
 ValcamLlay llayApio 16Acequiar ; Brice_oLlay llayApio 16Acequiar ;10-10-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Apio 16 ;  diana  ;176;;;;1;4;  HA  ;8.000;32.000;;32.000; Valcam ;;;
 ValcamCatemuTomateRastraje ; Brice_oCatemuTomateRastraje ;17-10-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Tomate ;1,1;177;;;;2;10,5;  HA  ;25.000;525.000;;525.000; Valcam ;;;
 ValcamCatemuTomateAradura ; Brice_oCatemuTomateAradura ;17-10-16;Brice_o;ST;Aradura;; Catemu ; Tomate ;1,1;177;;;;2;10,5;  HA  ;30.000;630.000;;630.000; Valcam ;;;
 ValcamCatemuTomateRastraje ; Brice_oCatemuTomateRastraje ;17-10-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Tomate ;1,1;177;;;;2;10,5;  HA  ;25.000;525.000;;525.000; Valcam ;;;
 ValcamCatemuTomateAplic. Guano ; Brice_oCatemuTomateAplic. Guano ;17-10-16;Brice_o;Aplic. Guano;Aplic. Guano;; Catemu ; Tomate ;1,1;177;;;;1;10,5;  HA  ;80.000;840.000;;840.000; Valcam ;;;
 ValcamCatemuTomateRastraje ; Brice_oCatemuTomateRastraje ;17-10-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Tomate ;1,1;177;;;;1;10,5;  HA  ;25.000;262.500;;262.500; Valcam ;;;
 ValcamCatemuTomateRastraje ; Brice_oCatemuTomateRastraje ;17-10-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Tomate ;1,1;177;;;;2;1,5;  HA  ;25.000;56.250;;56.250; Valcam ;;;
 ValcamCatemuTomateAradura ; Brice_oCatemuTomateAradura ;17-10-16;Brice_o;ST;Aradura;; Catemu ; Tomate ;1,1;177;;;;1;10,5;  HA  ;30.000;315.000;;315.000; Valcam ;;;
 ValcamCatemuTomateAplic. Herbicida ; Brice_oCatemuTomateAplic. Herbicida ;17-10-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Catemu ; Tomate ;1,1;177;;;;1;10,5;  HA  ;20.000;210.000;;210.000; Valcam ;;;
 ValcamCatemuTomateMelgado con abono ; Brice_oCatemuTomateMelgado con abono ;17-10-16;Brice_o;  melga c/abono  ;Melgado con abono;; Catemu ; Tomate ;1,1;177;;;;1;10,5;  HA  ;25.000;262.500;;262.500; Valcam ;;;
 ValcamCatemuTomateAcequiar ; Brice_oCatemuTomateAcequiar ;17-10-16;Brice_o;Acequiar;Acequiar;; Catemu ; Tomate ;1,1;177;;;;1;10,5;  HA  ;8.000;84.000;;84.000; Valcam ;;;
 ValcamLlay llayKale 17Cultivar ; Brice_oLlay llayKale 17Cultivar ;17-10-16;Brice_o;  Cultivar  ; Cultivar ;; Llay llay ; Kale 17 ;1,1;178;;  4. y 5.  ;;2;13;  HA  ;25.000;650.000;;650.000; Valcam ;;;
 ValcamLlay llayKale 17Aplic. Pesticidas ; Brice_oLlay llayKale 17Aplic. Pesticidas ;17-10-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Llay llay ; Kale 17 ;1,1;178;;  4. y 5.  ;;1;13;  HA  ;20.000;260.000;;260.000; Valcam ;;;
 ValcamLlay llayKale 17Melgado con abono ; Brice_oLlay llayKale 17Melgado con abono ;17-10-16;Brice_o;  melga c/abono  ;Melgado con abono;; Llay llay ; Kale 17 ;1,1;178;;  4. y 5.  ;;1;13;  HA  ;25.000;325.000;;325.000; Valcam ;;;
 ValcamLlay llayKale 17Aplic. Pesticidas ; Brice_oLlay llayKale 17Aplic. Pesticidas ;17-10-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Llay llay ; Kale 17 ;1,1;178;;  4. y 5.  ;;1;13;  HA  ;20.000;260.000;;260.000; Valcam ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;1,1;183;;;;1;4,5;  HA  ;25.000;112.500;;112.500;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;1,1;183;;;;1;3,5;  HA  ;25.000;87.500;;87.500;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;1,1;183;;;;1;3,5;  HA  ;25.000;87.500;;87.500;  Martinez  ;;;
  Martinez PocochayAcelgaAradura ; Brice_oPocochayAcelgaAradura ;16-11-16;Brice_o;ST;Aradura;; Pocochay ; Acelga ;1,1;183;;;;1;5;  HA  ;30.000;150.000;;150.000;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;1,1;183;;;;1;1,5;  HA  ;25.000;37.500;;37.500;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;1,1;183;;;;1;1,5;  HA  ;25.000;37.500;;37.500;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;1,1;183;;;;1;7;  HA  ;25.000;175.000;;175.000;  Martinez  ;;;
  Martinez PocochayAcelgaEncamado ; Brice_oPocochayAcelgaEncamado ;16-11-16;Brice_o;Encamado;Encamado;; Pocochay ; Acelga ;;186;;;;1;5;  HA  ;60.000;300.000;;300.000;  Martinez  ;;;
  Martinez PocochayAcelgaAcequiar ; Brice_oPocochayAcelgaAcequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Pocochay ; Acelga ;;186;;;;1;5;  HA  ;8.000;40.000;;40.000;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;;186;;;;1;5;  HA  ;25.000;125.000;;125.000;  Martinez  ;;;
  Martinez PocochayAcelgaAplic. Pesticidas ; Brice_oPocochayAcelgaAplic. Pesticidas ;16-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Pocochay ; Acelga ;;186;;;  Lorsban  ;1;5;  HA  ;20.000;100.000;;100.000;  Martinez  ;;;
  Martinez PocochayAcelgaRastraje ; Brice_oPocochayAcelgaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Acelga ;;186;;;  Incorporacion  ;1;5;  HA  ;25.000;125.000;;125.000;  Martinez  ;;;
  Martinez PocochayAcelgaRotovator sin melga ; Brice_oPocochayAcelgaRotovator sin melga ;16-11-16;Brice_o;Rotovator;Rotovator sin melga;; Pocochay ; Acelga ;;186;;;;1;5;  HA  ;60.000;300.000;;300.000;  Martinez  ;;;
  Martinez PocochayAcelgaSiembra/Plantacion ; Brice_oPocochayAcelgaSiembra/Plantacion ;16-11-16;Brice_o;Siembra;Siembra/Plantacion;; Pocochay ; Acelga ;;186;;;  Acelga  ;1;5;  HA  ;;  -   ;;  -   ;  Martinez  ;;;
  Martinez PocochayAcelgaAcequiar ; Brice_oPocochayAcelgaAcequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Pocochay ; Acelga ;;186;;;;1;3,5;  HA  ;8.000;28.000;;28.000;  Martinez  ;;;
 ValcamLlay llayTomate 17Abonado ; Brice_oLlay llayTomate 17Abonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Llay llay ; Tomate 17 ;1;;;;;1;7;  HA  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayTomate 17Cultivar ; Brice_oLlay llayTomate 17Cultivar ;16-11-16;Brice_o;  Vibro  ; Cultivar ;; Llay llay ; Tomate 17 ;1;;;;;1;7;  HA  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayTomate 17Aradura ; Brice_oLlay llayTomate 17Aradura ;16-11-16;Brice_o;  cincel  ;Aradura;; Llay llay ; Tomate 17 ;1;;;;;1;7;  HA  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayTomate 17Melgado ; Brice_oLlay llayTomate 17Melgado ;16-11-16;Brice_o;melgar;Melgado;; Llay llay ; Tomate 17 ;1;;;;;1;7;  HA  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayTomate 17Abonado ; Brice_oLlay llayTomate 17Abonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Llay llay ; Tomate 17 ;1;;;;;1;7;  HA  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayTomate 17Abonado ; Brice_oLlay llayTomate 17Abonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Llay llay ; Tomate 17 ;2;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Cultivar ; Brice_oLlay llayTomate 17Cultivar ;16-11-16;Brice_o;  Vibro  ; Cultivar ;; Llay llay ; Tomate 17 ;2;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Melgado ; Brice_oLlay llayTomate 17Melgado ;16-11-16;Brice_o;melgar;Melgado;; Llay llay ; Tomate 17 ;2;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Abonado ; Brice_oLlay llayTomate 17Abonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Llay llay ; Tomate 17 ;2;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Abonado ; Brice_oLlay llayTomate 17Abonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Llay llay ; Tomate 17 ;3;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Cultivar ; Brice_oLlay llayTomate 17Cultivar ;16-11-16;Brice_o;  Vibro  ; Cultivar ;; Llay llay ; Tomate 17 ;3;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Melgado ; Brice_oLlay llayTomate 17Melgado ;16-11-16;Brice_o;melgar;Melgado;; Llay llay ; Tomate 17 ;3;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 17Abonado ; Brice_oLlay llayTomate 17Abonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Llay llay ; Tomate 17 ;3;;;;;1;8;  HA  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamCatemuTomateAbonado ; Brice_oCatemuTomateAbonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Catemu ; Tomate ;;;;;;1;10,5;  HA  ;25.000;262.500;;262.500; Valcam ;;;
 ValcamCatemuTomateCultivar ; Brice_oCatemuTomateCultivar ;16-11-16;Brice_o;  Vibro  ; Cultivar ;; Catemu ; Tomate ;;;;;;1;10,5;  HA  ;25.000;262.500;;262.500; Valcam ;;;
 ValcamCatemuTomateMelgado ; Brice_oCatemuTomateMelgado ;16-11-16;Brice_o;melgar;Melgado;; Catemu ; Tomate ;;;;;;1;10,5;  HA  ;25.000;262.500;;262.500; Valcam ;;;
 ValcamCatemuTomateAbonado ; Brice_oCatemuTomateAbonado ;16-11-16;Brice_o;  Abonado  ; Abonado ;; Catemu ; Tomate ;;;;;;1;10,5;  HA  ;25.000;262.500;;262.500; Valcam ;;;
 ValcamCatemuColchinaRastraje ; Brice_oCatemuColchinaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Colchina ;;187;;;;2;4,5;  ha  ;25.000;112.500;;112.500; Valcam ;;;
 ValcamCatemuColchinaAradura ; Brice_oCatemuColchinaAradura ;16-11-16;Brice_o;ST;Aradura;; Catemu ; Colchina ;;187;;;;2;4,5;  ha  ;50.000;225.000;;225.000; Valcam ;;;
 ValcamCatemuColchinaRastraje ; Brice_oCatemuColchinaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Colchina ;;187;;;;2;4,5;  ha  ;25.000;112.500;;112.500; Valcam ;;;
 ValcamCatemuColchinaMelgado ; Brice_oCatemuColchinaMelgado ;16-11-16;Brice_o;melgar;Melgado;; Catemu ; Colchina ;;187;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
 ValcamCatemuColchinaAcequiar ; Brice_oCatemuColchinaAcequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Catemu ; Colchina ;;187;;;;1;4,5;  ha  ;8.000;36.000;;36.000; Valcam ;;;
 ValcamCatemuColchinaRastraje ; Brice_oCatemuColchinaRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Colchina ;;187;;;;1;4,5;  ha  ;25.000;112.500;;112.500; Valcam ;;;
 ValcamCatemuColchinaRotovator sin melga ; Brice_oCatemuColchinaRotovator sin melga ;16-11-16;Brice_o;  Rotovator  ;Rotovator sin melga;; Catemu ; Colchina ;;187;;;;1;4,5;  ha  ;60.000;270.000;;270.000; Valcam ;;;
 ValcamCatemuColchinaAplic. Pesticidas ; Brice_oCatemuColchinaAplic. Pesticidas ;16-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Catemu ; Colchina ;;187;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
 ValcamCatemuColchinaAcequiar ; Brice_oCatemuColchinaAcequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Catemu ; Colchina ;;187;;;;1;4,5;  ha  ;8.000;36.000;;36.000; Valcam ;;;
 ValcamCatemuBrocoliRastraje ; Brice_oCatemuBrocoliRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Brocoli ;;187;;;;2;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamCatemuBrocoliAradura ; Brice_oCatemuBrocoliAradura ;16-11-16;Brice_o;ST;Aradura;; Catemu ; Brocoli ;;187;;;;2;3;  ha  ;50.000;150.000;;150.000; Valcam ;;;
 ValcamCatemuBrocoliRastraje ; Brice_oCatemuBrocoliRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Brocoli ;;187;;;;2;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamCatemuBrocoliMelgado ; Brice_oCatemuBrocoliMelgado ;16-11-16;Brice_o;melgar;Melgado;; Catemu ; Brocoli ;;187;;;;1;3;  ha  ;20.000;60.000;;60.000; Valcam ;;;
 ValcamCatemuBrocoliAcequiar ; Brice_oCatemuBrocoliAcequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Catemu ; Brocoli ;;187;;;;1;3;  ha  ;8.000;24.000;;24.000; Valcam ;;;
 ValcamCatemuBrocoliRastraje ; Brice_oCatemuBrocoliRastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Catemu ; Brocoli ;;187;;;;1;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamCatemuBrocoliRotovator sin melga ; Brice_oCatemuBrocoliRotovator sin melga ;16-11-16;Brice_o;  Rotovator  ;Rotovator sin melga;; Catemu ; Brocoli ;;187;;;;1;3;  ha  ;60.000;180.000;;180.000; Valcam ;;;
 ValcamCatemuBrocoliAplic. Pesticidas ; Brice_oCatemuBrocoliAplic. Pesticidas ;16-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Catemu ; Brocoli ;;187;;;;1;3;  ha  ;20.000;60.000;;60.000; Valcam ;;;
 ValcamCatemuBrocoliAcequiar ; Brice_oCatemuBrocoliAcequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Catemu ; Brocoli ;;187;;;;1;3;  ha  ;8.000;24.000;;24.000; Valcam ;;;
 ValcamLlay llayApio 17Rastraje ; Brice_oLlay llayApio 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 17 ;4;;;;;2;10;  ha  ;25.000;500.000;;500.000; Valcam ;;;
 ValcamLlay llayApio 17Aradura ; Brice_oLlay llayApio 17Aradura ;16-11-16;Brice_o;ST;Aradura;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;50.000;500.000;;500.000; Valcam ;;;
 ValcamLlay llayApio 17Acequiar ; Brice_oLlay llayApio 17Acequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;8.000;80.000;;80.000; Valcam ;;;
 ValcamLlay llayApio 17Acequiar ; Brice_oLlay llayApio 17Acequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;8.000;80.000;;80.000; Valcam ;;;
 ValcamLlay llayApio 17Rastraje ; Brice_oLlay llayApio 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;25.000;250.000;;250.000; Valcam ;;;
 ValcamLlay llayApio 17Aradura ; Brice_oLlay llayApio 17Aradura ;16-11-16;Brice_o;  Arado  ;Aradura;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;50.000;500.000;;500.000; Valcam ;;;
 ValcamLlay llayApio 17Aradura ; Brice_oLlay llayApio 17Aradura ;16-11-16;Brice_o;ST;Aradura;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;50.000;500.000;;500.000; Valcam ;;;
 ValcamLlay llayApio 17Aplic. Guano ; Brice_oLlay llayApio 17Aplic. Guano ;16-11-16;Brice_o;Aplic. Guano;Aplic. Guano;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;50.000;500.000;;500.000; Valcam ;;;
 ValcamLlay llayApio 17Rastraje ; Brice_oLlay llayApio 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;25.000;250.000;;250.000; Valcam ;;;
 ValcamLlay llayApio 17Aplic. Herbicida ; Brice_oLlay llayApio 17Aplic. Herbicida ;16-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;20.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayApio 17Rastraje ; Brice_oLlay llayApio 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;25.000;250.000;;250.000; Valcam ;;;
 ValcamLlay llayApio 17Rotovator sin melga ; Brice_oLlay llayApio 17Rotovator sin melga ;16-11-16;Brice_o;  Rotovator  ;Rotovator sin melga;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;60.000;600.000;;600.000; Valcam ;;;
 ValcamLlay llayApio 17Aplic. Herbicida ; Brice_oLlay llayApio 17Aplic. Herbicida ;16-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;20.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayApio 17Acequiar ; Brice_oLlay llayApio 17Acequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Apio 17 ;4;;;;;1;10;  ha  ;8.000;80.000;;80.000; Valcam ;;;
 ValcamLlay llayColchina 17Rastraje ; Brice_oLlay llayColchina 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Colchina 17 ;3;;;;;2;6,5;  HA  ;25.000;325.000;;325.000; Valcam ;;;
 ValcamLlay llayColchina 17Aradura ; Brice_oLlay llayColchina 17Aradura ;16-11-16;Brice_o;ST;Aradura;; Llay llay ; Colchina 17 ;3;;;;;2;6,5;  HA  ;50.000;650.000;;650.000; Valcam ;;;
 ValcamLlay llayColchina 17Aradura ; Brice_oLlay llayColchina 17Aradura ;16-11-16;Brice_o;  Arado  ;Aradura;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;50.000;325.000;;325.000; Valcam ;;;
 ValcamLlay llayColchina 17Rastraje ; Brice_oLlay llayColchina 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;25.000;162.500;;162.500; Valcam ;;;
 ValcamLlay llayColchina 17Abonado ; Brice_oLlay llayColchina 17Abonado ;16-11-16;Brice_o;  Aplic Abono Trompo  ; Abonado ;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;25.000;162.500;;162.500; Valcam ;;;
 ValcamLlay llayColchina 17Rastraje ; Brice_oLlay llayColchina 17Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;25.000;162.500;;162.500; Valcam ;;;
 ValcamLlay llayColchina 17Aplic. Herbicida ; Brice_oLlay llayColchina 17Aplic. Herbicida ;16-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;20.000;130.000;;130.000; Valcam ;;;
 ValcamLlay llayColchina 17Rotovator sin melga ; Brice_oLlay llayColchina 17Rotovator sin melga ;16-11-16;Brice_o;  Rotovator  ;Rotovator sin melga;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;60.000;390.000;;390.000; Valcam ;;;
 ValcamLlay llayColchina 17Aplic. Herbicida ; Brice_oLlay llayColchina 17Aplic. Herbicida ;16-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;20.000;130.000;;130.000; Valcam ;;;
 ValcamLlay llayColchina 17Acequiar ; Brice_oLlay llayColchina 17Acequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Colchina 17 ;3;;;;;1;6,5;  HA  ;8.000;52.000;;52.000; Valcam ;;;
 ValcamLlay llayApio 16Rastraje ; Brice_oLlay llayApio 16Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 16 ;  2A  ;;;;;2;7;  HA  ;25.000;350.000;;350.000; Valcam ;;;
 ValcamLlay llayApio 16Otros ; Brice_oLlay llayApio 16Otros ;16-11-16;Brice_o;  Cuncuna  ; Otros ;; Llay llay ; Apio 16 ;  2A  ;;;;;4;1;  hrs  ;17.000;68.000;;68.000; Valcam ;;;
 ValcamLlay llayApio 16Aradura ; Brice_oLlay llayApio 16Aradura ;16-11-16;Brice_o;ST;Aradura;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;50.000;350.000;;350.000; Valcam ;;;
 ValcamLlay llayApio 16Aradura ; Brice_oLlay llayApio 16Aradura ;16-11-16;Brice_o;  Arado  ;Aradura;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;50.000;350.000;;350.000; Valcam ;;;
 ValcamLlay llayApio 16Rastraje ; Brice_oLlay llayApio 16Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayApio 16Aplic. Herbicida ; Brice_oLlay llayApio 16Aplic. Herbicida ;16-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;20.000;140.000;;140.000; Valcam ;;;
 ValcamLlay llayApio 16Rastraje ; Brice_oLlay llayApio 16Rastraje ;16-11-16;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayApio 16Rotovator con melga ; Brice_oLlay llayApio 16Rotovator con melga ;16-11-16;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;60.000;420.000;;420.000; Valcam ;;;
 ValcamLlay llayApio 16Aplic. Herbicida ; Brice_oLlay llayApio 16Aplic. Herbicida ;16-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;20.000;140.000;;140.000; Valcam ;;;
 ValcamLlay llayApio 16Acequiar ; Brice_oLlay llayApio 16Acequiar ;16-11-16;Brice_o;Acequiar;Acequiar;; Llay llay ; Apio 16 ;  2A  ;;;;;1;7;  ha  ;8.000;56.000;;56.000; Valcam ;;;
  Massai San JorgeMaÍz ; Brice_oSan JorgeMaÍz ;16-11-16;Brice_o;;;; San Jorge ; MaÍz ;;;;;;1;1,2;  ha  ;;  -   ;;  -   ;  Massai  ;;;
  Massai San JorgeColiflor ; Brice_oSan JorgeColiflor ;16-11-16;Brice_o;;;; San Jorge ; Coliflor ;;;;;;1;0,7;  ha  ;;  -   ;;  -   ;  Massai  ;;;
