Criterio Gastos;Criterio ingresos Edison;Fecha;Prestador Servicio;  Labor  ; Clasificaci„n Labores ;  Tractor ;  Lugar  ;  Cultivo  ;  Sector  ;  Orden/report  ;  Chofer  ;  Tractor  ;  Producto  ;  Veces  ;Cantidad;  Unid.  ;  Unitario  ;  Neto  ;  iva  ;  Total  ;  A Empresa  ;  Factura  ; Factura ;
 ValcamLlay llayCebolla 18Aradura ; Brice_oLlay llayCebolla 18Aradura ;08-08-17;Brice_o;  ARADO VERTEDERA  ;Aradura;; Llay llay ; Cebolla 18 ;  SECTOR 3  ;353;;6;;1;4;  ha  ;65.000;260.000;;260.000; Valcam ;;;
 ValcamLlay llayTomate 18Rastraje ; Brice_oLlay llayTomate 18Rastraje ;08-08-17;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Tomate 18 ;  SECTOR 3  ;353;;6;;2;1;  ha  ;25.000;50.000;;50.000; Valcam ;;;
 ValcamLlay llayTomate 18Aradura ; Brice_oLlay llayTomate 18Aradura ;08-08-17;Brice_o;ST;Aradura;; Llay llay ; Tomate 18 ;  SECTOR 3  ;353;;6;;1;1;  ha  ;51.000;51.000;;51.000; Valcam ;;;
 ValcamLlay llayTomate 18Aradura ; Brice_oLlay llayTomate 18Aradura ;08-08-17;Brice_o;  ARADO VERTEDERA  ;Aradura;; Llay llay ; Tomate 18 ;  SECTOR 3  ;353;;6;;1;1;  ha  ;65.000;65.000;;65.000; Valcam ;;;
  Massai San JorgeApio 17Cultivar ; Brice_oSan JorgeApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; San Jorge ; Apio 17 ;;;;;;1;5;  ha  ;24.500;122.500;23.275;122.500;  Massai  ;;;
  Massai La FortunaApio 17Cultivar ; Brice_oLa FortunaApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; La Fortuna ; Apio 17 ;;;;;;1;8,5;  ha  ;24.500;208.250;39.568;208.250;  Massai  ;;;
  Massai Casta_o 1 Apio 17Cultivar ; Brice_oCasta_o 1 Apio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  ha  ;24.500;171.500;32.585;171.500;  Massai  ;;;
  N. Zamora Sta OlgaApio 17Cultivar ; Brice_oSta OlgaApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; Sta Olga ; Apio 17 ;;;;;;1;2;  ha  ;25.000;50.000;;50.000;  N. Zamora  ;;;
  N. Zamora AllendeApio 17Cultivar ; Brice_oAllendeApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; Allende ; Apio 17 ;;;;;;2;1;  ha  ;25.000;50.000;;50.000;  N. Zamora  ;;;
  N. Zamora San FelipeApio 17Cultivar ; Brice_oSan FelipeApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; San Felipe ; Apio 17 ;;;;;;1;2;  ha  ;25.000;50.000;;50.000;  N. Zamora  ;;;
 ValcamCollaoApio 17Cultivar ; Brice_oCollaoApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; Collao ; Apio 17 ;;;;;;1;0,5;  ha  ;25.000;12.500;;12.500; Valcam ;;;
 ValcamPocochayApio 17Cultivar ; Brice_oPocochayApio 17Cultivar ;10-08-17;Brice_o;  Cultivar  ; Cultivar ;; Pocochay ; Apio 17 ;;;;;;1;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamPocochayApio 17Abonado ; Brice_oPocochayApio 17Abonado ;10-08-17;Brice_o;  Abonado  ; Abonado ;; Pocochay ; Apio 17 ;;;;;;1;3;  ha  ;20.000;60.000;;60.000; Valcam ;;;
 ValcamPocochayApio 17Rastraje ; Brice_oPocochayApio 17Rastraje ;10-08-17;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Apio 17 ;;;;;;2;2;  ha  ;25.000;100.000;;100.000; Valcam ;;;
 ValcamPocochayApio 17Otros ; Brice_oPocochayApio 17Otros ;10-08-17;Brice_o;  Subsolador  ; Otros ;; Pocochay ; Apio 17 ;;;;;;1;2;  ha  ;50.000;100.000;;100.000; Valcam ;;;
 ValcamPocochayApio 17Rastraje ; Brice_oPocochayApio 17Rastraje ;10-08-17;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Apio 17 ;;;;;;1;2;  ha  ;25.000;50.000;;50.000; Valcam ;;;
 ValcamPocochayApio 17Aradura ; Brice_oPocochayApio 17Aradura ;10-08-17;Brice_o;  Arado  ;Aradura;; Pocochay ; Apio 17 ;;;;;;1;2;  ha  ;50.000;100.000;;100.000; Valcam ;;;
 ValcamPocochayApio 17Rastraje ; Brice_oPocochayApio 17Rastraje ;10-08-17;Brice_o;  Rastraje  ;Rastraje;; Pocochay ; Apio 17 ;;;;;;2;2;  ha  ;25.000;100.000;;100.000; Valcam ;;;
 ValcamPocochayApio 17Aplic. Herbicida ; Brice_oPocochayApio 17Aplic. Herbicida ;10-08-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Pocochay ; Apio 17 ;;;;;;1;2;  ha  ;20.000;40.000;;40.000; Valcam ;;;
 ValcamPocochayApio 17Rotovator sin melga ; Brice_oPocochayApio 17Rotovator sin melga ;10-08-17;Brice_o;  Rotovator  ;Rotovator sin melga;; Pocochay ; Apio 17 ;;;;;;1;2;  ha  ;60.000;120.000;;120.000; Valcam ;;;
  Pedro Henriquez Llay LlayApio 17Aplic. Herbicida ; Brice_oLlay LlayApio 17Aplic. Herbicida ;14-08-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay Llay ; Apio 17 ;;;;;;1;4;  ha  ;20.000;80.000;;80.000;  Pedro Henriquez  ;;;
  Massai Casta_o 2Apio 17Aplic. Herbicida ; Brice_oCasta_o 2Apio 17Aplic. Herbicida ;16-08-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;19.000;119.000;  Massai  ;;; ok 
  Massai La FortunaApio 17Aplic. Pesticidas ; Brice_oLa FortunaApio 17Aplic. Pesticidas ;21-08-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Apio 17 ;;;;;;1;4;  ha  ;20.000;80.000;15.200;95.200;  Massai  ;;; ok 
  Massai San JorgeApio 17Aplic. Pesticidas ; Brice_oSan JorgeApio 17Aplic. Pesticidas ;21-08-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;19.000;119.000;  Massai  ;;; ok 
  Massai Casta_o 2Apio 17Aplic. Herbicida ; Brice_oCasta_o 2Apio 17Aplic. Herbicida ;21-08-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;19.000;119.000;  Massai  ;;; ok 
  Massai Casta_o 1 Apio 17Aplic. Pesticidas ; Brice_oCasta_o 1 Apio 17Aplic. Pesticidas ;22-08-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  ha  ;20.000;140.000;26.600;166.600;  Massai  ;;; ok 
  Massai La FortunaApio 17Aplic. Herbicida ; Brice_oLa FortunaApio 17Aplic. Herbicida ;23-08-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; La Fortuna ; Apio 17 ;;;;;;1;4;  ha  ;20.000;80.000;15.200;95.200;  Massai  ;;; ok 
  Massai Casta_o 2Apio 17Aplic. Pesticidas ; Brice_oCasta_o 2Apio 17Aplic. Pesticidas ;23-08-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;19.000;119.000;  Massai  ;;; ok 
  Massai Casta_o 2Apio 17Aplic. Herbicida ; Brice_oCasta_o 2Apio 17Aplic. Herbicida ;28-08-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;19.000;119.000;  Massai  ;;; ok 
  MASSAI Casta_o 1 Apio 17Rastraje ; Brice_oCasta_o 1 Apio 17Rastraje ;01-09-17;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Apio 17 ;;362;;;;2;2;  ha  ;25.000;50.000;9.500;59.500;  MASSAI  ;;;
  MASSAI Casta_o 1 Apio 17Aradura ; Brice_oCasta_o 1 Apio 17Aradura ;01-09-17;Brice_o;  Cincel  ;Aradura;; Casta_o 1  ; Apio 17 ;;362;;;;1;2;  ha  ;25.000;50.000;9.500;59.500;  MASSAI  ;;;
  MASSAI Casta_o 1 Apio 17Rastraje ; Brice_oCasta_o 1 Apio 17Rastraje ;01-09-17;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Apio 17 ;;362;;;;1;2;  ha  ;25.000;50.000;9.500;59.500;  MASSAI  ;;;
  MASSAI Casta_o 1 Apio 17Aradura ; Brice_oCasta_o 1 Apio 17Aradura ;01-09-17;Brice_o;  Cincel  ;Aradura;; Casta_o 1  ; Apio 17 ;;362;;;;1;2;  ha  ;25.000;50.000;9.500;59.500;  MASSAI  ;;;
  MASSAI Casta_o 1 Apio 17Rastraje ; Brice_oCasta_o 1 Apio 17Rastraje ;01-09-17;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Apio 17 ;;362;;;;1;2;  ha  ;25.000;50.000;9.500;59.500;  MASSAI  ;;;
  MASSAI Casta_o 1 Apio 17Encamado ; Brice_oCasta_o 1 Apio 17Encamado ;01-09-17;Brice_o;Encamado;Encamado;; Casta_o 1  ; Apio 17 ;;362;;;;1;2;  ha  ;20.500;41.000;7.790;48.790;  MASSAI  ;;;
  Pedro Henriquez Llay LlayApio 17Aradura ; Brice_oLlay LlayApio 17Aradura ;04-09-17;Brice_o;ST;Aradura;; Llay Llay ; Apio 17 ;;356;;6;;1;8;  ha  ;51.000;408.000;;408.000;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Rastraje ; Brice_oLlay LlayApio 17Rastraje ;04-09-17;Brice_o;  Rastraje  ;Rastraje;; Llay Llay ; Apio 17 ;;356;;6;;2;9;  ha  ;25.000;420.000;;420.000;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Melgado con abono ; Brice_oLlay LlayApio 17Melgado con abono ;04-09-17;Brice_o;  melga c/abono  ;Melgado con abono;; Llay Llay ; Apio 17 ;;356;;1;;1;9;  ha  ;25.000;225.000;;225.000;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Aplic. Herbicida ; Brice_oLlay LlayApio 17Aplic. Herbicida ;04-09-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay Llay ; Apio 17 ;;356;;5;;1;9;  ha  ;20.500;184.500;;184.500;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Aplic. Guano ; Brice_oLlay LlayApio 17Aplic. Guano ;04-09-17;Brice_o;Aplic. Guano;Aplic. Guano;; Llay Llay ; Apio 17 ;;356;;  RS  ;;1;9;  ha  ;60.000;540.000;;540.000;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Aplic. Pesticidas ; Brice_oLlay LlayApio 17Aplic. Pesticidas ;04-09-17;Brice_o;  Aplic. Insecticidas  ; Aplic. Pesticidas ;; Llay Llay ; Apio 17 ;;356;;5;;1;27;  ha  ;20.500;553.500;;553.500;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Cultivar ; Brice_oLlay LlayApio 17Cultivar ;04-09-17;Brice_o;  Cultivar  ; Cultivar ;; Llay Llay ; Apio 17 ;;356;;  5 Y 4  ;;1;9;  ha  ;25.000;225.000;;225.000;  Pedro Henriquez  ;;;
  Pedro Henriquez Llay LlayApio 17Abonado ; Brice_oLlay LlayApio 17Abonado ;04-09-17;Brice_o;  Aplic. Urea  ; Abonado ;; Llay Llay ; Apio 17 ;;356;;5;;1;18;  ha  ;25.000;450.000;;450.000;  Pedro Henriquez  ;;;
  Massai La FortunaApio 17Cultivar ; Brice_oLa FortunaApio 17Cultivar ;04-09-17;Brice_o;  Cultivar  ; Cultivar ;; La Fortuna ; Apio 17 ;;;;;;1;4;  ha  ;25.000;100.000;19.000;119.000;  Massai  ;;;
  Massai Casta_o 1 Apio 17Cultivar ; Brice_oCasta_o 1 Apio 17Cultivar ;04-09-17;Brice_o;  Cultivar  ; Cultivar ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  ha  ;25.000;175.000;33.250;208.250;  Massai  ;;;
  Massai Casta_o 2Apio 17Cultivar ; Brice_oCasta_o 2Apio 17Cultivar ;04-09-17;Brice_o;  Cultivar  ; Cultivar ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;25.000;125.000;23.750;148.750;  Massai  ;;;
  Massai San JorgeApio 17Aplic. Pesticidas ; Brice_oSan JorgeApio 17Aplic. Pesticidas ;09-09-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Apio 17 ;;;;;;1;3;  ha  ;20.500;61.500;11.685;73.185;  Massai  ;;; ok 
 ValcamLlay llayTomate 18Rastraje ; Brice_oLlay llayTomate 18Rastraje ;10-09-17;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Tomate 18 ;  SECTOR 3  ;354;;6;;2;4;  ha  ;25.000;200.000;;200.000; Valcam ;;;
 ValcamLlay llayTomate 18Aradura ; Brice_oLlay llayTomate 18Aradura ;10-09-17;Brice_o;ST;Aradura;; Llay llay ; Tomate 18 ;  SECTOR 3  ;354;;6;;1;4;  ha  ;51.000;204.000;;204.000; Valcam ;;;
 ValcamLlay llayTomate 18Aradura ; Brice_oLlay llayTomate 18Aradura ;10-09-17;Brice_o;  Arado  ;Aradura;; Llay llay ; Tomate 18 ;  SECTOR 3  ;354;;6;;1;4;  ha  ;62.000;248.000;;248.000; Valcam ;;;
 ValcamLlay llayTomate 18Rotovator sin melga ; Brice_oLlay llayTomate 18Rotovator sin melga ;10-09-17;Brice_o;  Rotovator s/melga  ;Rotovator sin melga;; Llay llay ; Tomate 18 ;  SECTOR 3  ;354;;  JR  ;;1;4;  ha  ;60.000;240.000;;240.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Rastraje ; Brice_oLlay llayBetarraga 18Rastraje ;10-09-17;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Betarraga 18 ;  SECTOR 4   ;351;;6;;1;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Aradura ; Brice_oLlay llayBetarraga 18Aradura ;10-09-17;Brice_o;ST;Aradura;; Llay llay ; Betarraga 18 ;  SECTOR 4   ;351;;6;;1;3;  ha  ;51.000;153.000;;153.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Aradura ; Brice_oLlay llayBetarraga 18Aradura ;10-09-17;Brice_o;  Arado  ;Aradura;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;  JR  ;;1;3;  ha  ;61.000;183.000;;183.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Rotovator sin melga ; Brice_oLlay llayBetarraga 18Rotovator sin melga ;10-09-17;Brice_o;  Rotovator s/melga  ;Rotovator sin melga;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;6;;1;3;  ha  ;60.000;180.000;;180.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Aplic. Pesticidas ; Brice_oLlay llayBetarraga 18Aplic. Pesticidas ;10-09-17;Brice_o;  Aplic. Insecticidas  ; Aplic. Pesticidas ;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;5;;1;3;  ha  ;20.500;61.500;;61.500; Valcam ;;;
 ValcamLlay llayBetarraga 18Abonado ; Brice_oLlay llayBetarraga 18Abonado ;10-09-17;Brice_o;  Aplic abono  ; Abonado ;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;  JR  ;;1;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Rastraje ; Brice_oLlay llayBetarraga 18Rastraje ;10-09-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;3;;1;3;  ha  ;25.000;75.000;;75.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Rotovator con melga ; Brice_oLlay llayBetarraga 18Rotovator con melga ;10-09-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;6;;1;3;  ha  ;60.000;180.000;;180.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Siembra/Plantacion ; Brice_oLlay llayBetarraga 18Siembra/Plantacion ;10-09-17;Brice_o;  SIEMBRA  ;Siembra/Plantacion;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;;;1;3;  ha  ;100.000;300.000;;300.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Acequiar ; Brice_oLlay llayBetarraga 18Acequiar ;10-09-17;Brice_o;Acequiar;Acequiar;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;3;;1;3;  ha  ;8.000;24.000;;24.000; Valcam ;;;
 ValcamLlay llayBetarraga 18Otros ; Brice_oLlay llayBetarraga 18Otros ;10-09-17;Brice_o;  Pasar rueda por hilera  ; Otros ;; Llay llay ; Betarraga 18 ;  SECTOR 4  ;351;;5;;1;3;  ha  ;10.000;30.000;;30.000; Valcam ;;;
 ValcamLlay llayAcelga 18Rastraje ; Brice_oLlay llayAcelga 18Rastraje ;10-09-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;6;;1;7;  ha  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayAcelga 18Aradura ; Brice_oLlay llayAcelga 18Aradura ;10-09-17;Brice_o;ST;Aradura;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;6;;1;7;  ha  ;51.000;357.000;;357.000; Valcam ;;;
 ValcamLlay llayAcelga 18Aradura ; Brice_oLlay llayAcelga 18Aradura ;10-09-17;Brice_o;  Arado  ;Aradura;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;  JR  ;;1;7;  ha  ;61.000;427.000;;427.000; Valcam ;;;
 ValcamLlay llayAcelga 18Rotovator sin melga ; Brice_oLlay llayAcelga 18Rotovator sin melga ;10-09-17;Brice_o;  Rotovator s/melga  ;Rotovator sin melga;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;6;;1;7;  ha  ;60.000;420.000;;420.000; Valcam ;;;
 ValcamLlay llayAcelga 18Aplic. Pesticidas ; Brice_oLlay llayAcelga 18Aplic. Pesticidas ;10-09-17;Brice_o;  Aplic. Insecticidas  ; Aplic. Pesticidas ;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;5;;1;7;  ha  ;20.500;143.500;;143.500; Valcam ;;;
 ValcamLlay llayAcelga 18Abonado ; Brice_oLlay llayAcelga 18Abonado ;10-09-17;Brice_o;  Aplic abono  ; Abonado ;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;  JR  ;;1;7;  ha  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayAcelga 18Rastraje ; Brice_oLlay llayAcelga 18Rastraje ;10-09-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;3;;1;7;  ha  ;25.000;175.000;;175.000; Valcam ;;;
 ValcamLlay llayAcelga 18Rotovator con melga ; Brice_oLlay llayAcelga 18Rotovator con melga ;10-09-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;6;;1;7;  ha  ;60.000;420.000;;420.000; Valcam ;;;
 ValcamLlay llayAcelga 18Siembra/Plantacion ; Brice_oLlay llayAcelga 18Siembra/Plantacion ;10-09-17;Brice_o;  SIEMBRA  ;Siembra/Plantacion;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;;;1;7;  ha  ;100.000;700.000;;700.000; Valcam ;;;
 ValcamLlay llayAcelga 18Acequiar ; Brice_oLlay llayAcelga 18Acequiar ;10-09-17;Brice_o;Acequiar;Acequiar;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;3;;1;7;  ha  ;8.000;56.000;;56.000; Valcam ;;;
 ValcamLlay llayAcelga 18Otros ; Brice_oLlay llayAcelga 18Otros ;10-09-17;Brice_o;  Pasar rueda por hilera  ; Otros ;; Llay llay ; Acelga 18 ;  SECTOR 4  ;351;;5;;1;7;  ha  ;10.000;70.000;;70.000; Valcam ;;;
  MASSAI  San JorgeApio 17Aradura ; Brice_oSan JorgeApio 17Aradura ;10-09-17;Brice_o;  Cincel  ;Aradura;; San Jorge ; Apio 17 ;;361;;;;2;11;  ha  ;25.000;275.000;52.250;327.250;  MASSAI   ;;;
  MASSAI San JorgeApio 17Rastraje ; Brice_oSan JorgeApio 17Rastraje ;10-09-17;Brice_o;  Rastra cuncuna para retiro de plasticos  ;Rastraje;; San Jorge ; Apio 17 ;;361;;;;1;16;  HRS  ;16.000;256.000;48.640;304.640;  MASSAI  ;;;
  MASSAI San JorgeApio 17Rastraje ; Brice_oSan JorgeApio 17Rastraje ;10-09-17;Brice_o;  rastraje   ;Rastraje;; San Jorge ; Apio 17 ;;361;;;;1;11;  ha  ;25.000;275.000;52.250;327.250;  MASSAI  ;;;
  Massai La FortunaApio 17Siembra/Plantacion ; Brice_oLa FortunaApio 17Siembra/Plantacion ;11-09-17;Brice_o;  Cargadura   ;Siembra/Plantacion;; La Fortuna ; Apio 17 ;;359;;;;1;7;  DIAS  ;130.000;910.000;172.900;1.082.900;  Massai  ;;;
  Massai La FortunaEx ApioRastraje ; Brice_oLa FortunaEx ApioRastraje ;11-09-17;Brice_o;  rastraje   ;Rastraje;; La Fortuna ; Ex Apio ;;360;;;;2;4,5;  HA  ;25.000;112.500;21.375;133.875;  Massai  ;;;
  Massai La FortunaEx ApioAradura ; Brice_oLa FortunaEx ApioAradura ;11-09-17;Brice_o;  Cincel  ;Aradura;; La Fortuna ; Ex Apio ;;360;;;;1;4,5;  HA  ;25.000;112.500;21.375;133.875;  Massai  ;;;
  Massai Casta_o 1 Apio 17Aplic. Pesticidas ; Brice_oCasta_o 1 Apio 17Aplic. Pesticidas ;11-09-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  ha  ;20.500;143.500;27.265;170.765;  Massai  ;;; ok 
  Massai Casta_o 2Apio 17Aplic. Pesticidas ; Brice_oCasta_o 2Apio 17Aplic. Pesticidas ;12-09-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 2 ; Apio 17 ;;;;;;1;5;  ha  ;20.500;102.500;19.475;121.975;  Massai  ;;; ok 
  Massai La FortunaApio 17Aplic. Pesticidas ; Brice_oLa FortunaApio 17Aplic. Pesticidas ;12-09-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Apio 17 ;;;;;;1;4;  ha  ;20.500;82.000;15.580;97.580;  Massai  ;;; ok 
  Jaime Arancibia La Pe_aApio 17Abonado ; Brice_oLa Pe_aApio 17Abonado ;12-09-17;Brice_o;  Aplic nitrato  ; Abonado ;; La Pe_a ; Apio 17 ;;;;;;1;5;  ha  ;20.000;100.000;;100.000;  Jaime Arancibia  ;;;
  Ventura CatemuBetarragaRotovator con melga ; Brice_oCatemuBetarragaRotovator con melga ;14-09-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Catemu ; Betarraga ;;358;;6;;1;5;  HA  ;60.000;300.000;;300.000;  Ventura  ;;;
 ValcamLlay llayApio 18Rastraje ; Brice_oLlay llayApio 18Rastraje ;20-09-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Apio 18 ;  SECTOR 1  ;352;;6;;2;18;  HA  ;25.000;900.000;;900.000; Valcam ;;;
 ValcamLlay llayApio 18Aradura ; Brice_oLlay llayApio 18Aradura ;20-09-17;Brice_o;ST;Aradura;; Llay llay ; Apio 18 ;  SECTOR 1  ;352;;6;;2;18;  HA  ;51.000;1.836.000;;1.836.000; Valcam ;;;
 ValcamLlay llayApio 18Rastraje ; Brice_oLlay llayApio 18Rastraje ;20-09-17;Brice_o;  rastraje   ;Rastraje;; Llay llay ; Apio 18 ;  SECTOR 1  ;352;;3;;2;18;  HA  ;25.000;900.000;;900.000; Valcam ;;;
  Massai La FortunaApio 17Cultivar ; Brice_oLa FortunaApio 17Cultivar ;20-09-17;Brice_o;  cultivar  ; Cultivar ;; La Fortuna ; Apio 17 ;;;;;;1;4;  ha  ;25.000;100.000;19.000;119.000;  Massai  ;;;
  Massai Casta_o 1 Apio 17Aplic. Pesticidas ; Brice_oCasta_o 1 Apio 17Aplic. Pesticidas ;13-09-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  ha  ;20.500;143.500;27.265;170.765;  Massai  ;;; ok 
  Massai Casta_o 1 Apio 17Cultivar ; Brice_oCasta_o 1 Apio 17Cultivar ;20-09-17;Brice_o;  Cultivar  ; Cultivar ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  ha  ;20.500;143.500;27.265;170.765;  Massai  ;;;
  Massai Casta_o 1 Apio 17Cultivar ; Brice_oCasta_o 1 Apio 17Cultivar ;20-09-17;Brice_o;  Cultivar  ; Cultivar ;; Casta_o 1  ; Apio 17 ;;;;;;1;5;  ha  ;20.500;102.500;19.475;121.975;  Massai  ;;;
 ValcamLlay llayTomate 18Aplic. Guano ; Brice_oLlay llayTomate 18Aplic. Guano ;14-09-17;Brice_o; Aplic. Guano ;Aplic. Guano;; Llay llay ; Tomate 18 ;;364;;  RS  ;;1;4;  ha  ;60.000;240.000;;240.000; Valcam ;;;
 ValcamLlay llayTomate 18Rastraje ; Brice_oLlay llayTomate 18Rastraje ;14-09-17;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Tomate 18 ;;364;;3;;1;4;  ha  ;25.000;100.000;;100.000; Valcam ;;;
 ValcamLlay llayTomate 18Aplic. Herbicida ; Brice_oLlay llayTomate 18Aplic. Herbicida ;14-09-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Llay llay ; Tomate 18 ;;364;;5;;1;4;  ha  ;20.500;82.000;;82.000; Valcam ;;;
 ValcamLlay llayTomate 18Rastraje ; Brice_oLlay llayTomate 18Rastraje ;14-09-17;Brice_o;  Rastraje  ;Rastraje;; Llay llay ; Tomate 18 ;;364;;3;;1;4;  ha  ;25.000;100.000;;100.000; Valcam ;;;
 ValcamLlay llayTomate 18Melgado con abono ; Brice_oLlay llayTomate 18Melgado con abono ;14-09-17;Brice_o;  melga c/abono  ;Melgado con abono;; Llay llay ; Tomate 18 ;;  Pedro Pacheco  ;;5;;1;4;  ha  ;25.000;100.000;;100.000; Valcam ;;;
  Massai San JorgeGeneralArriendo Maquinarias ; Brice_oSan JorgeGeneralArriendo Maquinarias ;13-11-17;Brice_o;  Retroescavadora   ;Arriendo Maquinarias;; San Jorge ; General ;;;;;;1;14;  hrs  ;15.000;210.000;39.900;249.900;  Massai  ;;;
  Massai Casta_o 1 MaÍzAplic. Herbicida ; Brice_oCasta_o 1 MaÍzAplic. Herbicida ;30-10-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 1  ; MaÍz ;;;;;;1;0,3;  ha  ;20.500;6.150;1.169;7.319;  Massai  ;;; ok 
