Bodega;PRODUCTO;CLASIFICACION;ING. ACTIVO;Fecha Ingreso;Cantidad;n¡ Guia;Saldo;Unid.;Fechas Salida;Cantidad;Saldo;Empresa;Lugar;Cultivo;Sector; N¡ Guia  ; Valor Unit ; $ salida ; $ stock ;X;
San Jorge;Tango;Herbicidas;;18-01-17;180;;180;lts;21-01-17;12;168;Valcam;llay llay;Apio 17;;;11380;136560;1.911.840;;
San Jorge;Tango;Herbicidas;;;;;168;lts;27-01-17;2;166;Victor Collao;La Calera;Apio 17;;;11380;22760;1.889.080;;
San Jorge;Tango;Herbicidas;;;;;166;lts;03-02-17;8;158;Juan Gonzalez;San Pedro;Apio 17;;;11380;91040;1.798.040;;
San Jorge;Tango;Herbicidas;;;;;158;lts;04-02-17;3;155;Ventura ;Catemu;Brocoli;;;11380;34140;1.763.900;;
San Jorge;Tango;Herbicidas;;;;;155;lts;14-02-17;8;147;Calisario;Llay Llay;Flores 17;;;11380;91040;1.672.860;;
San Jorge;Tango;Herbicidas;;;;;147;lts;16-02-17;2;145;Valcam;Pocochay;Apio 17;;;11380;22760;1.650.100;;
San Jorge;Tango;Herbicidas;;;;;145;lts;17-02-17;4;141;Valcam;Pocochay;Apio 17;;;11380;45520;1.604.580;;
San Jorge;Tango;Herbicidas;;;;;141;lts;20-02-17;1;140;Ventura ;Catemu;Apio 17;;;11380;11380;1.593.200;;
San Jorge;Tango;Herbicidas;;;;;140;lts;23-02-17;6;134;Valcam;Llay Llay;Apio 17;;;11380;68280;1.524.920;;
San Jorge;Tango;Herbicidas;;;;;134;lts;10-02-17;5;129;Ventura ;Catemu;Apio 17;;;11380;56900;1.468.020;;
San Jorge;Tango;Herbicidas;;;;;129;lts;03-03-17;2;127;Calisario;Llay Llay;Flores 17;;;11380;22760;1.445.260;;
San Jorge;Tango;Herbicidas;;;;;127;lts;06-03-17;7;120;Valcam;Llay Llay;Apio 17;;;11380;79660;1.365.600;;
San Jorge;Tango;Herbicidas;;;;;120;lts;16-03-17;16;104;Valcam ;Llay Llay;Apio 17;;;11380;182080;1.183.520;;
San Jorge;Tango;Herbicidas;;;;;104;lts;18-03-17;5;99;Ventura ;Catemu;Apio 17;;;11380;56900;1.126.620;;
San Jorge;Tango;Herbicidas;;;;;99;lts;;10;89;Valcam ;Llay Llay;Apio 17;;;11380;113800;1.012.820;;
San Jorge;Tango;Herbicidas;;;;;89;lts;13-02-17;2;87;Massai;Prestamo ;;;;11380;22760;990.060;;
San Jorge;Tango;Herbicidas;;17-03-17;8;;95;lts;;;95;;;;;;11380;0;1.081.100;;
San Jorge;Tango;Herbicidas;;24-03-17;5;;100;lts;;;100;;;;;;11380;0;1.138.000;;
San Jorge;Tango;Herbicidas;;04-04-17;55;;155;lts;;;155;;;;;;11380;0;1.763.900;;
San Jorge;Tango;Herbicidas;;;;;155;lts;31-03-17;14;141;Massai;Prestamo ;;;;11380;159320;1.604.580;;
San Jorge;Tango;Herbicidas;;;;;141;lts;31-03-17;1,5;139,5;Zamora Valcam;Pocochay;Apio 17;;;11380;17070;1.587.510;;
San Jorge;Tango;Herbicidas;;;;;139,5;lts;05-04-17;9;130,5;Valcam;Llay Llay;Apio 17;;;11380;102420;1.485.090;;
San Jorge;Tango;Herbicidas;;;;;130,5;lts;17-04-17;0,9;129,6;Nelson Zamora;Allende;Apio 17;;;11380;10242;1.474.848;;
San Jorge;Tango;Herbicidas;;;;;129,6;lts;21-04-17;2;127,6;Valcam;Pocochay;Apio 17;;;11380;22760;1.452.088;;
San Jorge;Tango;Herbicidas;;;;;127,6;lts;21-04-17;2;125,6;Valcam;Collao;Apio 17;;;11380;22760;1.429.328;;
San Jorge;Tango;Herbicidas;;;;;125,6;lts;29-04-17;2;123,6;Valcam;Poncho Celeste;Apio 17;;;11380;22760;1.406.568;;
San Jorge;Tango;Herbicidas;;;;;123,6;lts;02-05-17;1;122,6;Pedro Henriquez;Llay Llay;Apio 17;;;11380;11380;1.395.188;;
San Jorge;Tango;Herbicidas;;;;;122,6;lts;08-05-17;9;113,6;Pedro Henriquez;Llay Llay;Apio 17;;;11380;102420;1.292.768;;
San Jorge;Tango;Herbicidas;;;;;113,6;lts;08-05-17;8;105,6;Valcam;Catemu;Apio 17;;;11380;91040;1.201.728;;
San Jorge;Tango;Herbicidas;;;;;105,6;lts;29-05-17;7;98,6;Massai;Prestamo ;;;;11380;;1.122.068;;
San Jorge;Tango;Herbicidas;;;;;98,6;lts;16-05-17;2;96,6;Valcam;Catemu;Apio 17;;;11380;22760;1.099.308;;
San Jorge;Tango;Herbicidas;;;;;96,6;lts;06-06-17;4;92,6;Massai;Prestamo ;;;;11380;45520;1.053.788;;
San Jorge;Tango;Herbicidas;;;;;92,6;lts;06-06-17;2;90,6;Victor Collao;La Calera;Apio 17;;;11380;22760;1.031.028;;
San Jorge;Tango;Herbicidas;;;;;90,6;lts;19-06-17;5;85,6;Calisario;Llay Llay;Apio 17;;;11380;56900;974.128;;
San Jorge;Tango;Herbicidas;;;;;85,6;lts;14-07-17;0,25;85,35;Valcam;Collao;Flores;;;11380;2845;971.283;;
San Jorge;Tango;Herbicidas;;;;;85,35;lts;08-08-17;1;84,35;valcam;Pocochay;Flores;;;11380;11380;959.903;;
San Jorge;Tango;Herbicidas;;;;;84,35;lts;23-09-17;2;82,35;valcam;Llay Llay;Cebolla 18;;;11380;22760;937.143;;
San Jorge;Tango;Herbicidas;;;;;82,35;lts;13-10-17;5;77,35;Valcam;Llay Llay;Flores 18;;;11380;56900;880.243;;
San Jorge;Tango;Herbicidas;;;;;77,35;lts;19-10-17;1;76,35;Nelson Zamora;Olmu_;Aj’ 17;;;11380;11380;868.863;;
San Jorge;Tango;Herbicidas;;;;;76,35;lts;21-10-17;3;73,35;Valcam;Llay Llay;Aj’ 18;;;11380;34140;834.723;;
San Jorge;Tango;Herbicidas;;;;;73,35;lts;15-11-17;20;53,35;Luis Rodriguez;Llay Llay;Apio 18;;;11380;227600;607.123;;
San Jorge;Tango;Herbicidas;;;;;53,35;lts;16-11-17;13;40,35;Agric. Rayun;Rancagua;Apio 18;;;11380;147940;459.183;;
San Jorge;Tango;Herbicidas;;;;;40,35;lts;30-11-17;7;33,35;Valcam ;Llay Llay;Apio 18;;299;11380;79660;379.523;;
San Jorge;Tango;Herbicidas;;;;;33,35;lts;01-12-17;5;28,35;Orlando Araya ;Catemu;Apio 18;;303;11380;56900;322.623;;
San Jorge;Tango;Herbicidas;;;;;28,35;lts;01-12-17;15;13,35;Felipe Bustamente ;Romeral;Apio 18;;304;11380;170700;151.923;;
San Jorge;Tango;Herbicidas;;;;;13,35;lts;01-12-17;5;8,35;Ventura ;Catemu;Apio 18;;305;11380;56900;95.023;;
San Jorge;Tango;Herbicidas;;;;;8,35;lts;04-12-17;5;3,35;Marco Arangue;Raut_n;Apio 18;;351;11380;56900;38.123;;
San Jorge;Tango;Herbicidas;;;;;3,35;lts;04-01-18;2;1,35;Elias Jamet;Romeral;Apio 18;;655;11380;22760;15.363;;
San Jorge;Tango;Herbicidas;;16-01-18;9;2257843;10,35;lts;;;10,35;;;;;;8487;0;87.840;;
San Jorge;Tango;Herbicidas;;16-01-18;9;2257846;19,35;lts;;;19,35;;;;;;8487;0;164.223;;
San Jorge;Tango;Herbicidas;;16-01-18;8;2257847;27,35;lts;;;27,35;;;;;;8487;0;232.119;;
San Jorge;Tango;Herbicidas;;16-01-18;38;2257848;65,35;lts;24-01-18;10;55,35;Valcam ;Llay Llay;Apio 18;;687;8487;84870;469.755;;
San Jorge;Tango;Herbicidas;;;;;55,35;lts;25-01-18;12;43,35;Valcam ;Llay Llay;Apio 18;;691;8487;101844;367.911;;
San Jorge;Tango;Herbicidas;;30-01-18;10,65;cuadratura bodega ;54;lts;;;54;;;;;;;;;x;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;50;lts;29-07-16;2;48;Valcam;Casta–o 1;Apio 17;;;18832;37664;903.936;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;48;lts;01-08-16;2;46;Rodrigo martinez;Pocochay;Apio 17;;;18832;37664;866.272;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;46;lts;01-08-16;4;42;Rodrigo martinez;Pocochay;Apio 17;;;18832;75328;790.944;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;42;lts;02-08-16;29;13;Valcam;Catemu;Apio 17;;;18832;546128;244.816;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;13;lts;06-08-16;7;6;Gonzalo Gonzalez;San Pedro;Apio 17;;;18832;131824;112.992;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;19-08-16;8;;14;lts;17-08-16;9;5;Rodrigo martinez;Pocochay;Apio 17;;;18832;169488;94.160;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;18-08-16;5;;10;lts;25-08-16;6;4;Valcam;Casta–o 1;Apio 17;;;18832;112992;75.328;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;4;lts;26-08-16;4;0;Valcam Zamora;Allende;Apio 17;;;18832;75328; - ;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;2;;2;lts;06-08-16;2;0;Valcam;Casta–o 1;Apio 17;;;18832;37664; - ;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;16-12-16;170;;170;lts;;;170;;;;;;18832;0;3.201.440;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;24-03-17;60;;230;lts;;;230;;;;;;18832;0;4.331.360;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;5;;235;lts;;;235;Massai;Ingreso por devolucion;;;;18832;0;4.425.520;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;235;lts;13-06-17;5;230;Juan Gonzalez;San Pedro;Apio 17;;;18832;94160;4.331.360;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;230;lts;19-06-17;45;185;Jaime Arancibia;Nogales;Apio 17;;;18832;847.440;3.483.920;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;185;lts;17-07-17;1;184;Nelson Zamora;Allende;Apio 17;;;18832;18832;3.465.088;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;184;lts;19-07-17;3;181;valcam zamora;Pocochay;Apio 17;;;18832;56496;3.408.592;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;181;lts;05-08-17;19;162;Massai;Prestamo ;;;;18832;357808;3.050.784;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;162;lts;05-08-17;4;158;Ventura ;Catemu;Apio 17;;;18832;75328;2.975.456;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;158;lts;05-08-17;26;132;valcam;Llay Llay;Apio 17;;;18832;489632;2.485.824;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;132;lts;05-08-17;6;126;Ricardo Vasquez;Catemu;Apio 17;;;18832;112992;2.372.832;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;126;lts;07-08-17;4;122;Valcam;Poncho Celeste;Apio 17;;;18832;75328;2.297.504;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;122;lts;07-08-17;3;119;Zamora Valcam;Pocochay;Apio 17;;;18832;56496;2.241.008;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;119;lts;07-08-17;1;118;H2 valcam;Allende;Apio 17;;;18832;18832;2.222.176;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;118;lts;07-08-17;0,5;117,5;valcam;Collao;Apio 17;;;18832;9416;2.212.760;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;117,5;lts;21-08-17;6;111,5;Zamora Valcam;Pocochay;Apio 17;;;18832;112992;2.099.768;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;111,5;lts;21-08-17;3,4;108,1;Zamora Valcam;Allende;Apio 18;;;18832;64028,8;2.035.739;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;108,1;lts;21-08-17;2;106,1;Zamora Valcam;Allende;Apio 17;;;18832;37664;1.998.075;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;106,1;lts;21-08-17;4;102,1;Nelson Zamora;San Felipe;Apio 17;;;18832;75328;1.922.747;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;102,1;lts;23-08-17;2;100,1;Massai;Prestamo ;;;;18832;37664;1.885.083;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;100,1;lts;23-08-17;4;96,1;Valcam;Poncho Celeste;Apio 17;;;18832;75328;1.809.755;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;96,1;lts;23-08-17;1;95,1;Valcam;Collao;Apio 17;;;18832;18832;1.790.923;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;95,1;lts;23-08-17;2;93,1;Massai;Prestamo ;;;;18832;37664;1.753.259;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;93,1;lts;16-09-17;1;92,1;Nelson Zamora;Allende;Apio 17;;;18832;18832;1.734.427;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;92,1;lts;02-10-17;5;87,1;Victor Collao;Hijuelas;Apio 17;;;18832;94160;1.640.267;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;87,1;lts;02-10-17;34;53,1;Valcam;Catemu;Apio 17;;;18832;640288;999.979;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;;;;53,1;lts;18-11-17;0,03;53,07;Valcam ;Collao;Bellis;;282;18832;564,96;999.414;;
San Jorge;Tilt Plus;Fungicidas;propiconazol/ciprodinilo;30-01-18;1,93;cuadratura bodega ;55;lts;;;55;;;;;;18832;;1.035.760;x;
San Jorge;Timorex gold;Fungicidas;;07-12-17;20;;20;lts;09-12-17;10;10;Valcam ;Llay Llay;Acelga 18;;371;48383;483830;483.830;x;
San Jorge;Troya;Insecticidas;;15-11-16;20;;20;lts;17-11-16;5;15;Valcam;Allende;Maiz;;;4798;23990;71.970;;
San Jorge;Troya;Insecticidas;;;;;15;lts;22-11-16;5;10;Valcam;Collao;Oenothera;;;4798;23990;47.980;;
San Jorge;Troya;Insecticidas;;;;;10;lts;;10;0;Valcam;Allende;Maiz;;;4798;47980; - ;;
San Jorge;Troya;Insecticidas;;18-01-17;340;;340;lts;14-02-17;40;300;Calisario;Llay Llay;Flores 17;;;4798;191920;1.439.400;;
San Jorge;Troya;Insecticidas;;24-03-17;120;;420;lts;09-09-17;20;400;Valcam;Llay Llay;Betarraga 18;;;4798;95.960;1.919.200;;
San Jorge;Troya;Insecticidas;;;;;400;lts;09-09-17;20;380;Ventura ;Catemu;Betarraga;;;4798;95960;1.823.240;;
San Jorge;Troya;Insecticidas;;;;;380;lts;25-09-17;20;360;Valcam;Llay Llay;Cebolla 18;;;4798;95960;1.727.280;;
San Jorge;Troya;Insecticidas;;;;;360;lts;28-10-17;3,1;356,9;Valcam;Collao;Maiz;;;4798;14873,8;1.712.406;;
San Jorge;Troya;Insecticidas;;;;;356,9;lts;01-11-17;6,25;350,65;Valcam;Pocochay;Maiz;;;4798;29987,5;1.682.419;;
San Jorge;Troya;Insecticidas;;;;;350,65;lts;04-11-17;5;345,65;Nelson Zamora;San Felipe;Maiz;;;4798;23990;1.658.429;;
San Jorge;Troya;Insecticidas;;;;;345,65;lts;04-11-17;2,5;343,15;Nelson Zamora;Sta Olga;Maiz;;;4798;11995;1.646.434;;
San Jorge;Troya;Insecticidas;;;;;343,15;lts;06-11-17;15;328,15;Valcam;Llay Llay;Ma’z 18;;;4798;71970;1.574.464;;
San Jorge;Troya;Insecticidas;;;;;328,15;lts;06-11-17;5;323,15;Valcam;Llay Llay;Bodega;;;4798;23990;1.550.474;;
San Jorge;Troya;Insecticidas;;;;;323,15;lts;07-11-17;100;223,15;Valcam ;Llay Llay;Apio 18;;;4798;479800;1.070.674;;
San Jorge;Troya;Insecticidas;;;;;223,15;lts;13-11-17;20;203,15;Ricardo Vasquez;Catemu;Apio 18;;;4798;95960;974.714;;
San Jorge;Troya;Insecticidas;;;;;203,15;lts;13-11-17;20;183,15;Ventura ;Catemu;Apio 17;;;4798;95960;878.754;;
San Jorge;Troya;Insecticidas;;;;;183,15;lts;13-11-17;20;163,15;Juan Gonzalez;San Pedro;Apio 18;;;4798;95960;782.794;;
San Jorge;Troya;Insecticidas;;;;;163,15;lts;13-11-17;29;134,15;Rodrigo martinez;Llay Llay;Apio 18;;;4798;139142;643.652;;
San Jorge;Troya;Insecticidas;;16-11-17;520;;654,15;lts;20-11-17;80;574,15;Agric. Rayun;Rancagua;Apio 18;;283;4798;383840;2.754.772;;
San Jorge;Troya;Insecticidas;;;;;574,15;lts;29-11-17;25;549,15;Ventura ;Catemu;Apio 18;;295;4798;119950;2.634.822;;
San Jorge;Troya;Insecticidas;;;;;549,15;lts;29-11-17;35;514,15;Ricardo Vasquez;Catemu;Apio 18;;296;4798;167930;2.466.892;;
San Jorge;Troya;Insecticidas;;;;;514,15;lts;30-11-17;20;494,15;Massai;Prestamo ;;;298;4798;95960;2.370.932;;
San Jorge;Troya;Insecticidas;;;;;494,15;lts;30-11-17;40;454,15;Valcam ;Llay Llay;Apio 18;;299;4798;191920;2.179.012;;
San Jorge;Troya;Insecticidas;;;;;454,15;lts;01-12-17;25;429,15;Orlando Araya ;Catemu;Apio 18;;303;4798;119950;2.059.062;;
San Jorge;Troya;Insecticidas;;;;;429,15;lts;01-12-17;75;354,15;Felipe Bustamente ;Romeral;Apio 18;;304;4798;359850;1.699.212;;
San Jorge;Troya;Insecticidas;;;;;354,15;lts;01-12-17;20;334,15;Ricardo Vasquez;Catemu;Apio 18;;308;4798;95960;1.603.252;;
San Jorge;Troya;Insecticidas;;;;;334,15;lts;04-12-17;20;314,15;Marco Arangue;Raut_n;Apio 18;;351;4798;95960;1.507.292;;
San Jorge;Troya;Insecticidas;;;;;314,15;lts;05-12-17;40;274,15;Valcam;Llay Llay;Colchina 18;;356;4798;191920;1.315.372;;
San Jorge;Troya;Insecticidas;;;;;274,15;lts;06-12-17;30;244,15;Nelson Zamora;Olmu_;Apio 18;;360;4798;143940;1.171.432;;
San Jorge;Troya;Insecticidas;;;;;244,15;lts;06-12-17;25;219,15;Agro lider;Llay Llay;Apio 18;;361;4798;119950;1.051.482;;
San Jorge;Troya;Insecticidas;;;;;219,15;lts;09-12-17;80;139,15;Luis Rodriguez;Llay Llay;Apio 18;;373;4798;383840;667.642;;
San Jorge;Troya;Insecticidas;;;;;139,15;lts;16-12-17;30;109,15;Calisario;Llay Llay;Apio 18;;374;4798;143940;523.702;;
San Jorge;Troya;Insecticidas;;;;;109,15;lts;14-12-17;20;89,15;Nelson Zamora;Sta Olga;Apio 18;;375;4798;95960;427.742;;
San Jorge;Troya;Insecticidas;;;;;89,15;lts;21-12-17;24;65,15;Juan Almonte ;Llay Llay;Apio 18;;318;4798;115152;312.590;;
San Jorge;Troya;Insecticidas;;;;;65,15;lts;21-12-17;56;9,15;Valcam ;Llay Llay;Apio 18;;327;4798;268688;43.902;;
San Jorge;Troya;Insecticidas;;29-12-17;440;3136442;449,15;lts;29-12-19;20;429,15;Ventura ;Catemu 5;Apio 18;;317;4798;95960;2.059.062;;
San Jorge;Troya;Insecticidas;;;;;429,15;lts;02-01-18;8;421,15;Marco Arangue;Raut_n;Apio 18;;337;4798;38384;2.020.678;;
San Jorge;Troya;Insecticidas;;;;;421,15;lts;02-01-18;40;381,15;Jose Hurtado;Colina;Apio 18;;340;4798;191920;1.828.758;;
San Jorge;Troya;Insecticidas;;02-01-18;340;;721,15;lts;03-01-18;40;681,15;Jose Hurtado;Colina;Apio 18;;652;4798;191920;3.268.158;;
San Jorge;Troya;Insecticidas;;;;;681,15;lts;04-01-18;20;661,15;Elias Jamet;Romeral;Apio 18;;655;4798;95960;3.172.198;;
San Jorge;Troya;Insecticidas;;;;;661,15;lts;09-01-18;40;621,15;Calisario;Llay Llay;Apio 18;;660;4798;191920;2.980.278;;
San Jorge;Troya;Insecticidas;;;;;621,15;lts;18-01-18;60;561,15;Valcam ;Llay Llay;Apio 18;;398;4798;287880;2.692.398;;
San Jorge;Troya;Insecticidas;;;;;561,15;lts;23-01-18;20;541,15;Nelson Zamora;;Apio 18;;683;4798;95960;2.596.438;;
San Jorge;Troya;Insecticidas;;;;;541,15;lts;23-01-18;20;521,15;Ventura ;Catemu;Apio 18;;685;4798;95960;2.500.478;;
San Jorge;Troya;Insecticidas;;;;;521,15;lts;30-01-18;80;441,15;Valcam ;Catemu;Apio 18;;700;4798;383840;2.116.638;;
San Jorge;Troya;Insecticidas;;30-01-18;66,85;cuadratura bodega ;508;lts;09-02-18;48;460;Calisario;Llay Llay;Apio 18;;619;4798;230304;2.207.080;;
San Jorge;Troya;Insecticidas;;08-02-18;18;;478;lts;13-02-18;20;458;Rodrigo martinez;Llay Llay;Apio 18;;630;4798;95960;2.197.484;;
San Jorge;Troya;Insecticidas;;;;;458;lts;21-02-18;8;450;Victor Collao;La Calera;Apio 18;;641;4798;38384;2.159.100;;
San Jorge;Troya;Insecticidas;;;;;450;lts;21-02-18;11;439;Ventura ;Catemu;Apio 18;;642;4798;52778;2.106.322;;
San Jorge;Troya;Insecticidas;;;;;439;lts;23-02-18;20;419;Jose Hurtado;Colina;Apio 18 ;;644;4798;95960;2.010.362;;
San Jorge;Troya;Insecticidas;;;;;419;lts;24-02-18;28;391;Fernando Vial;Catemu;Apio 18;;645;4798;134344;1.876.018;;
San Jorge;Troya;Insecticidas;;;;;391;lts;27-02-18;40;351;Jaime Arancibia;Nogales;Apio 18;;650;4798;191920;1.684.098;;
San Jorge;Troya;Insecticidas;;07-03-18;180;2380302;531;lts;02-03-18;32;499;Pedro Henriquez;Llay Llay;Apio 18;;702;4798;153536;2.394.202;;
San Jorge;Troya;Insecticidas;;;;;499;lts;06-03-18;20;479;Felipe Bustamente ;Romeral;Apio 18;;707;4798;95960;2.298.242;;
San Jorge;Troya;Insecticidas;;;;;479;lts;07-03-18;38;441;Rodrigo martinez;Llay Llay;Apio 18;;709;4798;182324;2.115.918;;
San Jorge;Troya;Insecticidas;;;;;441;lts;07-03-18;20;421;Jaime Arancibia;Nogales;Apio 18;;712;4799;95980;2.020.379;;
San Jorge;Troya;Insecticidas;;13-03-18;140;2380346;561;lts;13-03-18;60;501;Valcam ;Llay Llay;Apio 18;;739;4799;287940;2.404.299;;
San Jorge;Troya;Insecticidas;;;;;501;lts;23-03-18;20;481;Segundo Calisario;Llay Llay;Apio 18;;742;4799;95980;2.308.319;x;
San Jorge;Topas;Fungicidas;penconazol;01-08-16;1;;1;lts;17-08-16;0,4;0,6;Massai;Casta–o 1;coliflor;;;88665;35466;53.199;;
San Jorge;Topas;Fungicidas;penconazol;;;;0,6;lts;14-02-17;0,6;0;Massai;La Fortuna;Zapallo;;;88665;53199; - ;0;
San Jorge;Vertimec;Acaricidas;;20-02-17;2;;2;lts;20-02-17;2;0;Ventura ;Catemu;Apio 17;;;14960;29920; - ;;
San Jorge;Vertimec;Acaricidas;;03-03-17;2;;2;lts;;;2;;;;;;14960;0;29.920;;
San Jorge;Vertimec;Acaricidas;;;;;2;lts;27-03-17;2;0;Valcam;Llay Llay;Apio 17;;;14960;29920; - ;;
San Jorge;Vertimec;Acaricidas;;29-01-18;2;3221010;2;lts;27-03-18;0,5;1,5;Zamora Valcam;Olmu_;Apio 18;;749;14960;7480;22.440;x;
San Jorge;Verismo;Insecticidas;;;3;;;lts;18-11-16;3;0;Valcam;Llay Llay;Tomate 17;;;31740;95220; - ;0;
San Jorge;Warrant;Insecticidas;;;;;2;lts;22-08-16;0,06;1,94;Valcam;San Jorge;Monarda;;;41161;2469,66;79.852;;
San Jorge;Warrant;Insecticidas;;;;;1,94;lts;26-08-16;0,24;1,7;Valcam;San Jorge;Monarda;;;41161;9878,64;69.974;;
San Jorge;Warrant;Insecticidas;;;;;1,7;lts;13-01-17;1,7;0;Valcam;Allende;Aj’ 17;;;41161;69973,7; - ;0;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;1;lts;21-06-16;0,5;0,5;Valcam Zamora;Allende;Apio 17;;;24700;12350;12.350;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;0,5;lts;10-09-16;0,5;0;Massai;Devolucion;;;;24700;12350; - ;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;14-09-16;10;;10;lts;15-09-16;1;9;Valcam Zamora;Allende;Kale;;;24700;24700;222.300;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;9;lts;17-09-16;3;6;Valcam;Llay Llay;Kale 17;;;24700;74100;148.200;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;6;lts;04-10-16;1;5;Valcam Zamora;Allende;Kale;;;24700;24700;123.500;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;05-10-16;10;;15;lts;05-10-16;1;14;Juan Gonzalez;San Pedro;Kale;;;24700;24700;345.800;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;14;lts;06-10-16;4;10;Valcam;Llay Llay;Kale 17;;;24700;98800;247.000;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;17-10-16;6;;16;lts;17-10-16;7;9;Valcam;Llay Llay;Tomate 17;;;24700;172900;222.300;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;9;lts;21-10-16;1;8;Valcam;Llay Llay;Kale 17;;;24700;24700;197.600;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;05-12-16;5;;13;lts;13-12-16;2;11;Valcam;Allende;Aj’ 17;;;24700;49400;271.700;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;11;lts;15-12-16;0,2;10,8;Valcam;San Jorge;Flores;;;24700;4940;266.760;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;10,8;;30-12-16;0,375;10,425;Valcam;Allende;Aj’ 17;;;24700;9262,5;257.498;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;10,425;;30-12-16;0,25;10,175;Valcam;Allende;Aj’ 17;;;24700;6175;251.323;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;10,175;;26-01-17;0,7;9,475;Valcam;Allende;Acelga 17;;;24700;17290;234.033;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;9,475;;26-01-17;0,1;9,375;Massai;San Jorge;SOYA;Prestamo;;24700;2470;231.563;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;9,375;;27-01-17;1;8,375;Valcam;Catemu;Colchina;;;24700;24700;206.863;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;8,375;lts;31-01-17;0,8;7,575;Valcam ;Catemu;TOMATE;;;24700;19760;187.103;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;7,575;;04-02-17;3;4,575;Valcam;Catemu;tomate;;;24700;74100;113.003;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;4,575;;08-03-17;2;2,575;Calisario;Llay Llay;Flores 17;;;24700;49400;63.603;;
