Bodega;PRODUCTO;CLASIFICACION;ING. ACTIVO;Fecha Ingreso;Cantidad;n¡ Guia;Saldo;Unid.;Fechas Salida;Cantidad;Saldo;Empresa;Lugar;Cultivo;Sector; N¡ Guia  ; Valor Unit ; $ salida ; $ stock ;X;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;16-03-17;5;;7,575;lts;04-09-17;2;5,575;Pedro Henriquez;Llay Llay;Apio 17;;;24.700;49.400;137.703;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;5,575;lts;10-10-17;0,575;5;Valcam;Llay Llay;Betarraga 18;;;24700;14202,5;123.500;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;5;lts;12-10-17;2;3;Valcam Zamora;;Flores 18;;;24700;49400;74.100;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;3;lts;12-10-17;1;2;Valcam;Llay Llay;Acelga 18;;;24700;24700;49.400;;
San Jorge;Zero;Insecticidas;LAMBDACIHALOTRINA;;;;2;lts;12-10-17;0,4;1,6;Marco Arangue;Raut_n;Apio 17;;;24700;9880;39.520;;
San Jorge;Zero;Insecticidas;;;;;1,6;lts;04-11-17;1;1;Valcam ;Llay Llay;Acelga 18;;;24700;24700;14.820;;
San Jorge;Zero;Insecticidas;;;;;1;lts;04-11-17;0,6;0;Valcam;Llay Llay;Betarraga 18;;;24700;14820;0;0;
San Jorge;Stimplex;Abonos Foliares;;17-03-17;40;;;lts;;;40;;;;;;1750;0;70.000;;
San Jorge;Stimplex;Abonos Foliares;;;;;40;lts;10-04-17;20;20;Calisario;Llay Llay;Flores 17;;;1750;35000;35.000;;
San Jorge;Stimplex;Abonos Foliares;;;;;20;lts;21-04-17;8;12;Juan Gonzalez;San Pedro;Apio 17;;;1750;14000;21.000;;
San Jorge;Stimplex;Abonos Foliares;;;;;12;lts;24-04-17;2;10;Nelson Zamora;Sta Olga;Apio 17;;;1750;3500;17.500;;
San Jorge;Stimplex;Abonos Foliares;;;;;10;lts;25-04-17;10;0;Valcam;Llay Llay;Apio 17;;;1750;17500; - ;0;
San Jorge;Acido Fosforico;Fertilizantes;;12-01-17;70;;;;12-01-17;70;0;Valcam;Allende;Aj’ 17;;;715;50050; - ;;
San Jorge;Acido Fosforico;Fertilizantes;;13-01-17;245;;;;16-01-17;245;0;Valcam;Allende;Aj’ 17;;;715;175175; - ;;
San Jorge;Acido Fosforico;Fertilizantes;;02-10-17;20;;20;kg;;;20;;;;;;707;0;14.140;;
San Jorge;Acido Fosforico;Fertilizantes;;;;;20;kg;05-10-17;5;15;Valcam;San Jorge;Apio 17;;;707;3535;10.605;;
San Jorge;Acido Fosforico;Fertilizantes;;;;;15;kg;30-11-17;15;0;Valcam ;Collao;Flores;;301;707;10605; - ;;
San Jorge;Acido Fosforico;Fertilizantes;;14-10-17;500;;500;kg;16-12-17;80;420;Valcam ;Llay Llay;Cebolla 18;;380;707;56560;296.940;;
San Jorge;Acido Fosforico;Fertilizantes;;;;;420;kg;16-12-17;200;220;Valcam ;Llay Llay;Tomate 18;;381;707;141400;155.540;;
San Jorge;Acido Fosforico;Fertilizantes;;;;;220;kg;31-01-18;5;215;Valcam;San Jorge;Aj’ 18;;601;707;3535;152.005;;
San Jorge;Acido Fosforico;Fertilizantes;;;;;215;kg;10-02-18;215;0;cuadratura bodega ;;P_rdida;;;;;;0;
San Jorge;Auxym;Abonos Foliares;;02-09-16;6;;;lts;02-09-16;6;0;Gonzalo Gonzalez;San Pedro;Apio 17;;;33800;202800; - ;;
San Jorge;Auxym;Abonos Foliares;;06-01-17;10;;;lts;20-01-17;10;0;Valcam;Catemu;Tomate;;;33800;338000; - ;0;
San Jorge;Basfoliar gr;Abonos Foliares;;;20;;4175;kg;21-10-16;20;0;Valcam;Llay Llay;Apio 17;;;3091;61820; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;16-11-16;5;;5;kg;22-11-16;4;1;Valcam;Allende;Flores;;;3091;12364;3.091;;
San Jorge;Basfoliar gr;Abonos Foliares;;29-11-16;50;;51;kg;30-11-16;25;26;Valcam;Llay Llay;Tomate 17;;;3091;77275;80.366;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;26;kg;30-11-16;1,5;24,5;Valcam;San Jorge;Flores;;;3091;4636,5;75.730;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;24,5;kg;30-11-16;4;20,5;Valcam;Allende;Flores;;;3091;12364;63.366;;
San Jorge;Basfoliar gr;Abonos Foliares;;05-12-16;1;;21,5;kg;13-12-16;6;15,5;Valcam;Allende;Aj’ 17;;;3091;18546;47.911;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;15,5;kg;20-12-16;13,5;2;Valcam;Catemu;Tomate;;;3091;41728,5;6.182;;
San Jorge;Basfoliar gr;Abonos Foliares;;21-12-16;40;;42;kg;21-12-16;1;41;Valcam;Allende;Aj’ 17;;;3091;3091;126.731;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;41;kg;22-12-16;20;21;Valcam;Llay Llay;Apio 17;;;3091;61820;64.911;;
San Jorge;Basfoliar gr;Abonos Foliares;;;105;;;kg;13-07-16;25;80;Valcam;Catemu;Apio 16;;;3091;77275;247.280;;
San Jorge;Basfoliar gr;Abonos Foliares;;;80;;;kg;04-07-16;15;65;Valcam;Llay Llay;Apio 17;;;3091;46365;200.915;;
San Jorge;Basfoliar gr;Abonos Foliares;;;65;;;kg;04-07-16;5;60;Pedro Henriquez;Llay Llay;Apio 17;;;3.091;15.455;185.460;;
San Jorge;Basfoliar gr;Abonos Foliares;;;60;;;kg;29-07-16;1;59;Valcam;Casta–o 1;Apio 16;;;3091;3091;182.369;;
San Jorge;Basfoliar gr;Abonos Foliares;;;59;;;kg;01-08-16;1;58;Rodrigo martinez;Pocochay;Apio 16;;;3091;3091;179.278;;
San Jorge;Basfoliar gr;Abonos Foliares;;;58;;;kg;16-08-16;5;53;Valcam Zamora;Allende;Apio 16;;;3091;15455;163.823;;
San Jorge;Basfoliar gr;Abonos Foliares;;;53;;;kg;17-08-16;3;50;Rodrigo martinez;Pocochay;Apio 16;;;3091;9273;154.550;;
San Jorge;Basfoliar gr;Abonos Foliares;;;50;;;kg;17-08-16;1;49;Rodrigo martinez;Pocochay;Apio 16;;;3091;3091;151.459;;
San Jorge;Basfoliar gr;Abonos Foliares;;;49;;;kg;22-08-16;3;46;Gonzalo Gonzalez;San Pedro;Apio 16;;;3091;9273;142.186;;
San Jorge;Basfoliar gr;Abonos Foliares;;;46;;;kg;22-08-16;1;45;Valcam;San Jorge;Monarda;;;3091;3091;139.095;;
San Jorge;Basfoliar gr;Abonos Foliares;;;45;;;kg;22-08-16;3;42;Valcam;Catemu;Apio 16;;;3091;9273;129.822;;
San Jorge;Basfoliar gr;Abonos Foliares;;;42;;;kg;25-08-16;3;39;Valcam;Casta–o 1;Apio 16;;;3091;9273;120.549;;
San Jorge;Basfoliar gr;Abonos Foliares;;;39;;;kg;26-08-16;1;38;Valcam;San Jorge;Monarda;;;3091;3091;117.458;;
San Jorge;Basfoliar gr;Abonos Foliares;;;38;;;kg;15-09-16;3,5;34,5;Valcam Zamora;Allende;Kale;;;3091;10818,5;106.640;;
San Jorge;Basfoliar gr;Abonos Foliares;;;34,5;;;kg;16-09-16;1;33,5;Valcam;San Jorge;Monarda;;;3091;3091;103.549;;
San Jorge;Basfoliar gr;Abonos Foliares;;;33,5;;;kg;17-09-16;12;21,5;Valcam;Llay Llay;Kale 17;;;3091;37092;66.457;;
San Jorge;Basfoliar gr;Abonos Foliares;;;21,5;;;kg;06-09-16;13,7;7,8;Valcam;Llay Llay;Kale 17;;;3091;42346,7;24.110;;
San Jorge;Basfoliar gr;Abonos Foliares;;;7,8;;;kg;08-09-16;3;4,8;Pedro Henriquez;Llay Llay;Apio 17;;;3.091;9.273;14.837;;
San Jorge;Basfoliar gr;Abonos Foliares;;;4,8;;;kg;13-10-16;2,4;2,4;Rosario Fernandez;La Ligua;Flores;;;3091;7418,4;7.418;;
San Jorge;Basfoliar gr;Abonos Foliares;;;2,4;;;kg;13-10-16;2,4;0;Norfa Gomez;La Ligua;Flores;;;3091;7418,4; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;17-10-16;25;;;kg;17-10-16;25;0;Valcam;Llay Llay;Tomate 17;;;3091;77275; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;04-11-16;25;;;kg;04-11-15;25;0;Valcam;Llay Llay;Tomate 17;;;3091;77275; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;20-12-16;270;;270;kg;12-01-17;10;260;Valcam;Allende;Aj’ 17;;;3091;30910;803.660;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;260;kg;26-01-17;3,5;256,5;Valcam;Allende;Acelga 17;;;3091;10818,5;792.842;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;256,5;kg;26-01-17;0,5;256;Massai;San Jorge;soya;;;3091;1545,5;791.296;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;256;kg;27-01-17;5;251;Valcam;Catemu;colchina;;;3091;15455;775.841;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;251;kg;28-01-17;3;248;Valcam;Catemu;brocoli;;;3091;9273;766.568;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;248;kg;27-01-17;6;242;Valcam;Allende;Aj’ 17;;;3091;18546;748.022;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;242;kg;01-02-17;3;239;gonzalo Gonzalez;San Pedro;Apio 17;;;3091;9273;738.749;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;239;kg;01-02-17;5;234;Valcam;Llay Llay;Colchina 17;;;3091;15455;723.294;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;234;kg;02-02-17;2;232;Valcam;Allende;Aj’ 17;;;3091;6182;717.112;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;232;kg;04-02-17;5;227;Valcam;Catemu;brocoli;;;3091;15455;701.657;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;227;kg;04-02-17;3;224;Valcam;Catemu;colchina;;;3091;9273;692.384;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;224;kg;20-02-17;3;221;Gonzalo Gonzalez;San Pedro;Apio 17;;;3091;9273;683.111;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;221;kg;20-02-17;3;218;Ventura ;Catemu;Apio 17;;;3091;9273;673.838;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;218;kg;27-02-17;4;214;Valcam;Llay Llay;Apio 17;;;3091;12364;661.474;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;214;kg;03-03-17;3;211;Valcam;Catemu;brocoli;;;3091;9273;652.201;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;211;kg;03-03-17;7;204;Valcam;Llay Llay;Colchina 17;;;3091;21637;630.564;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;204;kg;04-03-17;5;199;Victor Collao;La Calera;Apio 17;;;3091;15455;615.109;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;199;kg;06-03-17;18;181;Valcam;Llay Llay;Apio 17;;;3091;55638;559.471;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;181;kg;08-03-17;8;173;Juan Gonzalez;San Pedro;Apio 17;;;3091;24728;534.743;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;173;kg;08-03-17;9;164;Calisario;Llay Llay;Flores 17;;;3091;27819;506.924;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;164;kg;15-03-17;4;160;Nelson Zamora;Sta Olga;Apio 17;;;3091;12364;494.560;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;160;kg;15-03-17;1,5;158,5;Valcam;Collao;Apio 17;;;3091;4636,5;489.924;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;158,5;kg;25-03-17;4;154,5;Ventura ;Catemu;Apio 17;;;3091;12364;477.560;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;154,5;kg;27-03-17;4;150,5;Valcam;Llay Llay;Apio 17;;;3091;12364;465.196;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;150,5;kg;27-03-17;2;148,5;Nelson Zamora;H. Zamora;Apio 17;;;3091;6182;459.014;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;148,5;kg;10-04-17;10;138,5;Calisario;Llay Llay;Flores 17;;;3091;30910;428.104;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;138,5;kg;10-04-17;1;137,5;Juan Gonzalez;San Pedro;Apio 17;;;3091;3091;425.013;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;137,5;kg;17-04-17;10;127,5;Valcam;Llay Llay;Apio 17;;;3091;30910;394.103;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;127,5;kg;18-04-17;58;69,5;Jaime Arancibia;Nogales;Apio 17;;;3.091;179.278;214.825;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;69,5;kg;20-04-17;1;68,5;Reingreso;;;;;3091;3091;211.734;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;68,5;kg;25-04-17;10;58,5;Valcam;Llay Llay;Apio 17;;;3091;30910;180.824;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;58,5;kg;25-04-17;13;45,5;Ventura ;Catemu;Apio 17;;;3091;40183;140.641;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;45,5;kg;26-04-17;1,5;44;Valcam;Collao;Apio 17;;;3091;4636,5;136.004;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;44;kg;21-04-17;8;36;Juan Gonzalez;San Pedro;Apio 17;;;3091;24728;111.276;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;36;kg;27-04-17;2;34;Nelson Zamora;La Hornilla;Apio 17;;;3091;6182;105.094;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;34;kg;02-05-17;2;32;Valcam;Llay Llay;Apio 17;;;3091;6182;98.912;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;32;kg;04-05-17;23;9;Valcam;Llay Llay;Apio 17;;;3091;71093;27.819;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;9;kg;16-05-17;7;2;Ricardo Vasquez;Catemu;Apio 17;;;3091;21637;6.182;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;2;kg;03-06-17;2;0;Valcam;Llay Llay;Apio 17;;;3091;6182; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;05-06-17;20;;20;kg;06-06-17;2;18;Valcam;Llay Llay;Apio 17;;;3091;6182;55.638;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;18;kg;20-06-17;9;9;Pedro Henriquez;Llay Llay;Apio 17;;;3.091;27.819;27.819;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;9;kg;04-07-17;4;5;Calisario;Llay Llay;Apio 17;;;3091;12364;15.455;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;5;kg;17-07-17;1;4;Nelson Zamora;Allende;Apio 17;;;3091;3091;12.364;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;4;kg;18-07-17;4;0;Valcam;Catemu;Apio 17;;;3091;12364; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;24-07-17;25;;25;kg;26-07-17;2;23;Nelson Zamora;San Felipe;Apio 17;;;3091;6182;71.093;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;23;kg;27-07-17;1,75;21,25;H. Zamora;Allende;Apio 17;;;3091;5409,25;65.684;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;21,25;kg;29-07-17;2;19,25;Marco Arangue;Raut_n;Apio 17;;;3091;6182;59.502;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;19,25;kg;01-08-17;4;15,25;Ventura ;Catemu;Apio 17;;;3091;12364;47.138;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;15,25;kg;03-08-17;0,125;15,125;Valcam;Collao;Flores;;;3091;386,375;46.751;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;15,125;kg;03-08-17;1,5;13,625;Victor Collao;Hijuelas;Apio 17;;;3091;4636,5;42.115;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;13,625;kg;03-08-17;9;4,625;Pedro Henriquez;Llay Llay;Apio 17;;;3.091;27.819;14.296;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;4,625;kg;09-08-17;0,125;4,5;Valcam;Collao;Flores;;;3091;386,375;13.910;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;4,5;kg;21-08-17;2;2,5;Nelson Zamora;San Felipe;Apio 17;;;3091;6182;7.728;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;2,5;kg;13-09-17;1,5;1;Valcam;Pocochay;Flores;;;3091;4636,5;3.091;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;1;kg;14-09-17;1;0;Nelson Zamora;San Felipe;Apio 17;;;3091;3091; - ;;
San Jorge;Basfoliar gr;Abonos Foliares;;24-11-17;725;;725;kg;24-11-17;4;721;Valcam ;Collao;;;289;2574;10296;1.855.854;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;721;kg;02-12-17;25;696;Valcam ;Llay Llay;Tomate 18;;306;2574;64350;1.791.504;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;696;kg;04-12-17;25;671;Juan Gonzalez;San Pedro;Apio 18;;353;2574;64350;1.727.154;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;671;kg;06-12-17;4,5;666,5;Valcam ;Los Caballos;Flores;;362;2574;11583;1.715.571;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;666,5;kg;16-12-17;16,14;650,36;Valcam ;Llay Llay;Aj’ 18;;381;2574;41544,36;1.674.027;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;650,36;kg;18-12-17;25;625,36;Rodrigo martinez;Llay Llay;Apio 18;;383;2574;64350;1.609.677;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;625,36;kg;20-12-17;6;619,36;Nelson Zamora;Olmu_;Aj’ 17;;320;2574;15444;1.594.233;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;619,36;kg;20-12-17;25;594,36;Valcam ;Llay Llay;Colchina 18;;324;2574;64350;1.529.883;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;594,36;kg;22-12-17;1,5;592,86;Valcam ;Collao;Flores;;331;2574;3861;1.526.022;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;592,86;kg;22-12-17;1,5;591,36;Valcam ;Los Caballos;Flores;;331;2574;3861;1.522.161;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;591,36;kg;22-12-17;1,5;589,86;Nelson Zamora;San Felipe;Flores;;331;2574;3861;1.518.300;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;589,86;kg;03-01-18;30;559,86;Luis Rodriguez;Llay Llay;Apio 18;;342;2574;77220;1.441.080;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;559,86;kg;03-01-18;4;555,86;Ventura ;Catemu 1;Apio 18;;343;2574;10296;1.430.784;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;555,86;kg;25-01-18;25;530,86;Ventura ;Catemu;Apio 18;;668;2574;64350;1.366.434;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;530,86;kg;13-01-18;5;525,86;Orlando Araya ;Catemu;Apio 18;;669;2574;12870;1.353.564;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;525,86;kg;15-01-18;25;500,86;Valcam ;Llay Llay;Apio 18;;386;2574;64350;1.289.214;;
San Jorge;Basfoliar gr;Abonos Foliares;;16-01-18;25;2257843;525,86;kg;16-01-18;25;500,86;Nelson Zamora;Olmu_;Apio 18;;390;2392;59800;1.198.057;;
San Jorge;Basfoliar gr;Abonos Foliares;;16-01-18;25;2257846;525,86;kg;16-01-18;75;450,86;Felipe Bustamente ;Romeral;Apio 18;;391;2392;179400;1.078.457;;
San Jorge;Basfoliar gr;Abonos Foliares;;16-01-18;25;2257847;475,86;kg;;;475,86;;;;;;2392;0;1.138.257;;
San Jorge;Basfoliar gr;Abonos Foliares;;16-01-18;150;2257848;625,86;kg;;;625,86;;;;;;2393;0;1.497.683;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;625,86;kg;18-01-18;25;600,86;Valcam;Llay Llay;Colchina 18;;392;2393;59825;1.437.858;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;600,86;kg;19-01-18;50;550,86;Luis Rodriguez;Llay Llay;Apio 18;;674;2393;119650;1.318.208;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;550,86;kg;20-01-18;6;544,86;Juan Almonte ;Llay Llay;Apio 18;;723;2393;14358;1.303.850;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;544,86;kg;22-01-18;25;519,86;Marco Arangue;Raut_n;Apio 18;;678;2393;59825;1.244.025;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;519,86;kg;22-01-18;75;444,86;Jose Hurtado;Colina;Apio 18;;679;2393;179475;1.064.550;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;444,86;kg;22-01-18;25;419,86;Valcam ;Llay Llay;Aj’ 18;;684;2393;59825;1.004.725;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;419,86;kg;24-01-18;25;394,86;Juan Gonzalez;San Pedro;Apio 18;;689;2393;59825;944.900;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;394,86;kg;25-01-18;25;369,86;Calisario;Llay Llay;Apio 18;;692;2393;59825;885.075;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;369,86;kg;02-01-18;25;344,86;Ventura ;Catemu;Apio 18;;605;2393;59825;825.250;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;344,86;kg;05-01-18;4,5;340,36;Valcam;Llay Llay;Colchina 18;;608;2393;10768,5;814.481;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;340,36;kg;06-02-18;20,5;319,86;Ricardo vasquez;Catemu;Apio 18;;610;2393;49056,5;765.425;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;319,86;kg;09-02-18;0,6;319,26;Valcam;San Jorge;Apio 18;;621;2393;1435,8;763.989;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;319,26;kg;13-02-18;0,3;318,96;Valcam;San Jorge;Apio 18;;627;2393;717,9;763.271;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;318,96;kg;13-02-18;6;312,96;Rodrigo martinez;Llay Llay;Apio 18;;629;2393;14358;748.913;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;312,96;kg;20-02-18;6;306,96;Valcam;Olmu_;Apio 18;;639;2394;14364;734.862;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;306,96;kg;21-02-18;5;301,96;Agrolider;Llay Llay;Apio 18;;708;2394;11970;722.892;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;301,96;kg;08-03-18;7,5;294,46;Valcam;Llay Llay;Apio 18;;715;2394;17955;704.937;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;294,46;kg;08-03-18;6;288,46;Nelson Zamora;Olmu_;Apio 18;;718;2394;14364;690.573;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;288,46;kg;20-01-18;10;278,46;Agrolider;Llay Llay;Apio 18;;722;2394;23940;666.633;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;278,46;kg;12-03-18;25;253,46;Luis Rodriguez;Llay Llay;Apio 18;;727;2394;59850;606.783;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;253,46;kg;13-03-18;10;243,46;Elias Jamet;Romeral;Apio 18;;730;2394;23940;582.843;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;243,46;kg;14-03-18;7,5;235,96;Valcam;Catemu;Apio 18;;731;2394;17955;564.888;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;235,96;kg;14-03-18;9;226,96;Ricardo vasquez;Catemu;Apio 18;;732;2394;21546;543.342;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;226,96;kg;14-03-18;4;222,96;Ventura ;Catemu;Apio 18;;733;2394;9576;533.766;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;222,96;kg;15-03-18;25;197,96;Luis Rodriguez;Llay Llay;Apio 18;;735;2394;59850;473.916;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;197,96;kg;16-03-18;45;152,96;Ventura ;Catemu;Apio 18;;737;2394;107730;366.186;;
San Jorge;Basfoliar gr;Abonos Foliares;;;;;152,96;kg;27-03-18;25;127,96;Valcam;Llay Llay;Apio 18;;750;2394;59850;306.336;X;
San Jorge;Basfoliar lt;Abonos Foliares;;;;;14,5;lts;20-12-16;13,5;1;Valcam;Catemu;Tomate;;;3091;41728,5;3.091;;
San Jorge;Basfoliar lt;Abonos Foliares;;;;;1;lts;21-12-16;1;0;Valcam;Allende;Aj’ 17;;;3091;3091; - ;;
San Jorge;Basfoliar lt;Abonos Foliares;;;40;;40;lts;22-12-16;20;20;Valcam;Llay Llay;Apio 17;;;3091;61820;61.820;;
San Jorge;Basfoliar lt;Abonos Foliares;;;;;20;lts;30-12-16;1,5;18,5;Valcam;Allende;Aj’ 17;;;3091;4636,5;57.184;;
San Jorge;Basfoliar lt;Abonos Foliares;;;;;18,5;lts;30-12-16;1;17,5;Valcam;Allende;Aj’ 17;;;3091;3091;54.093;;
San Jorge;Basfoliar lt;Abonos Foliares;;;;;17,5;lts;03-01-17;17,5;0;Valcam;Catemu;Tomate;;;3091;54092,5; - ;;
San Jorge;Bioestimulante Plus;Estimulantes;;23-10-17;3;;3;lts;23-10-17;0,03;2,97;Valcam ;Collao;Bellis;;;3000;90;8.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;2,97;lts;23-10-17;2;0,97;Rosario Fernandez;La Ligua;Marigold;;;3000;6000;2.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;03-11-17;200;;200,97;lts;04-11-17;21;179,97;Valcam;Llay Llay;Acelga 18;;;3000;63000;539.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;179,97;lts;04-11-17;9;170,97;Valcam;Llay Llay;Betarraga 18;;;3000;27000;512.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;170,97;lts;04-11-17;10;160,97;Valcam;Llay Llay;Bodega;;;3000;30000;482.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;160,97;lts;06-11-17;12;148,97;Ventura ;Catemu;Betarraga;;;3000;36000;446.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;148,97;lts;06-11-17;8;140,97;Ventura ;Catemu;Betarraga;;;3000;24000;422.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;140,97;lts;07-11-17;18;122,97;Nelson Zamora;Olmu_;Espinaca;;;3000;54000;368.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;122,97;lts;07-11-17;2;120,97;Nelson Zamora;Olmu_;Bodega;;;3000;6000;362.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;120,97;lts;10-11-17;15;105,97;Valcam ;Catemu;Apio 18;;;3000;45000;317.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;105,97;lts;10-11-17;5;100,97;Ricardo Vasquez;Catemu;Bodega;;;3000;15000;302.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;;;;100,97;lts;14-11-17;20;80,97;Nelson Zamora;Olmu_;Aj’ 17;;;3000;60000;242.910;;
San Jorge;Bioestimulante Plus;Estimulantes;;15-11-17;60;;140,97;lts;16-11-17;21;119,97;Valcam;Llay Llay;Acelga 18;;;3000;63000;359.910;;
