Fecha ;Nç;T.DOC.;Proveedor;Item;ClasificaciÜn Gastos;Lugar;Cultivo/Unidad;ClasificaciÜn Cultivo; Nç ; Cantidad ; Unit. ; Neto ; IVA ; IEF ; IEV/FEP ; Total ; Empresa ; REAL ; Estado 1 ; Comp /cheque ;Fecha ;Monto
23-10-17;170326;NC;Copeval;corrige factura 3002704;Bodega;San Jorge;Bodega;Bodega;;;;25.300;4.807;;;30.107;Gonzalez;Valcam;;;;
23-10-17;3002950;Fact;Copeval;Dual Goal;Bodega;San Jorge;Bodega;Bodega;;;;430.320;81.761;;;512.081;Gonzalez;Valcam;Pagada;;;
23-10-17;1748;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;47,06;;17.287;3.284;;3.525;24.096;brice_o;Brice_o;;;;
23-10-17;1749;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;47,25;;17.355;3.298;;3.538;24.191;brice_o;Brice_o;;;;
23-10-17;83713;Fact;Com. Bella palma;Gasolina 93;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;10.197;1.937;;7.866;20.000;brice_o;Brice_o;pagada por victor valenzuela a rendir ;;;
24-10-17;973671;Guia ;Soquimich;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;10.000;231;;;;;;zamora;Valcam;;;;
24-10-17;7346;Guia ;silva y cia ltda;Diesel;Bodega;LLay llay;Bodega;Bodega;;1.385;;698.040;;;;698.040;brice_o;Brice_o;;;;
24-10-17;2999526;Fact;Sergo Chile ;pallet 10 disco dtdo24ää;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;394.560;74.966;;;469.526;brice_o;Brice_o;pagada;;;
24-10-17;;;Ruben Gomez;Arriendo retroescvadora;Arriendo Maquinaria;San Jorge;Maquinaria;Maquinaria;;;;729.000;;;;729.000;brice_o;Brice_o;pagada pero falte que facturen y se cansela el iva.;;;
24-10-17;76186;Guia ;pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec;Ricardo Vasquez;;;;
24-10-17;76183;Guia ;pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec;Ricardo Vasquez;;;;
24-10-17;76182;Guia ;pucalan;Guano mts3;Guano;Catemu;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Ricardo Vasquez;;;;
24-10-17;19163;Fact;fronza;mantencion camioneta edison ;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;275.151;52.279;;;327.430;brice_o;Brice_o;pagada;;;
24-10-17;1906;Guia ;Com. Rosati;Diesel;Bodega;San Jorge;Bodega;Bodega;;50,78;;18.654;3.544;;3.803;26.001;brice_o;Brice_o;;;;
24-10-17;1907;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;23.676;4.499;;4.826;33.001;brice_o;Brice_o;;;;
24-10-17;3701;Fact;Barraca de Madera Central;tira fe/teflon;Bodega;San Jorge;Bodega;Bodega;;;;3.529;671;;;4.200;Massai;Massai;PAGADA;;;
24-10-17;15184;Fact;Agroalmar;valvula pvc/tee pvc/llave punta corona/abrazadras/lubricantes;Materiales de Riego;Collao;flores;Flores 18;;;;21.914;4.164;;;26.078;brice_o;Valcam;pagada;;;
25-10-17;134697;Guia ;Massai;herramientas y elementos de proteccion personal ;Bodega;San Jorge;Bodega;Bodega;;;;;;;; -   ;Massai;Massai;;;;
25-10-17;6897;Fact;Librerêa Ohiggins;articulos de oficina;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;;;39.741;7.551;;;47.292;brice_o;Brice_o;pagada;;;
25-10-17;289;Fact;Disnelda Araya;Cambio de Aceite y filtro ;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;24.370;4.630;;;29.000;brice_o;Brice_o;pagada;;;
25-10-17;1910;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;48,18;;17.683;3.360;;3.605;24.648;brice_o;Brice_o;;;;
25-10-17;674137;Fact;Cals;atrazina/zoberaminol/betanal/mtd/fosfimax/goldazim/fungizeb;Bodega;San Jorge;Bodega;Bodega;;;;1.307.571;;;248.438;1.556.009;zamora;Valcam;PAGADA;;;
26-10-17;2411;Fact;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;499.431;94.892;;103.717;698.040;brice_o;Brice_o;PAGADA;;;
26-10-17;2443;Fact;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;314.708;59.795;;67.397;441.900;brice_o;Brice_o;PAGADA;;;
26-10-17;14055;Fact;Retrac;repuestos ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;474.728;90.198;;;564.926;brice_o;Brice_o;pagada;;;
26-10-17;5735;Fact;Rapall;manguera/ferrula/niple;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;10.248;1.947;;;12.195;brice_o;Brice_o;pagada;;;
26-10-17;2522;Fact;bertero;reapracion neumatico retro ;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;16.807;3.193;;;20.000;brice_o;Brice_o;pagada;;;
26-10-17;1628;Guêa ;Agric. Marzan;Plantulas;Semillas, plantas;LLay llay;Allysum;Flores 18; panam 1837 ;27.872;3;;;;; -   ;Marzan ;Valcam;;;;
27-10-17;1918;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;45,08;;16.587;3.151;;3.164;22.902;brice_o;Brice_o;;;;
28-10-17;7359;Guia ;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;;487.000;;;;487.000;brice_o;Brice_o;;;;
28-10-17;1923;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;55,78;;20.521;3.899;;3.914;28.334;brice_o;Brice_o;;;;
30-10-17;75797;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
30-10-17;75799;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
30-10-17;75796;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
30-10-17;76301;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
30-10-17;75798;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
30-10-17;280;Fact;Hernan Azocar Borbaran ;reparacion ;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;331.000;62.890;;;393.890;brice_o;Brice_o;pagada;;;
30-10-17;135845;Fact;Ferreterias Andina ;materiales varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;20.386;3.873;;;24.259;Valcam;Valcam;pagada;;;
30-10-17;2176821;Guia ;Copeval ;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;950;296;281.400;53.466;;;334.866;Massai;Massai;;;;
30-10-17;3061081;Fact;Copeval;starane xtra;Bodega;San Jorge;Bodega;Bodega;;;;27.900;5.301;;;33.201;Gonzalez;Valcam;Pagada;;;
30-10-17;36638;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;345.300;brice_o;Brice_o;PAGADA;;;
30-10-17;36639;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;308.500;Valcam ;Valcam;PAGADA;;;
30-10-17;36641;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;523.500;brice_o;Brice_o;PAGADA;;;
30-10-17;884045;Fact;Coagra;prodigio ;Bodega;San Jorge;Bodega;Bodega;;1;;29.784;5.659;;;35.443;Valcam;Valcam;pagada ;;;
30-10-17;16023;Fact;Chile Mat;materiales varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;51.807;9.843;;;61.650;Valcam;Valcam;pagada;;;
31-10-17;36;Fact;Ventura Sepulveda;Apio fresco ;Comercializadora;San Jorge;Apio 17;Apio 17;;514.020;50;25.701.000;4.883.190;;;30.584.190;Valcam;Valcam;;;;
31-10-17;7449;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;700;;350.000;;;;350.000;brice_o;Brice_o;;;;
31-10-17;2486;Fact;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;252.836;48.039;;49.125;350.000;brice_o;Brice_o;PAGADA;;;
31-10-17;2459;Fact;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;350.270;66.551;;70.179;487.000;brice_o;Brice_o;PAGADA;;;
31-10-17;76302;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
31-10-17;76303;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
31-10-17;76352;Guia ;Pucalan;Guano 23 bolos;Guano;LLay llay;Apio 18;Apio 18;;34,5;6.100;210.450;39.986;;;250.436;Invertec;Luis Rodriguez;;;;
31-10-17;76351;Guia ;Pucalan;Guano 5  bolos ;Guano;LLay llay;Apio 18;Apio 18;;7,5;6.100;45.750;8.693;;;54.443;Invertec;Luis Rodriguez;;;;
31-10-17;76304;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
31-10-17;76353;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
31-10-17;76354;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
31-10-17;76305;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;175;33;;;208;Invertec;Luis Rodriguez;;;;
31-10-17;74;Fact;Marco Arangue Navia ;Verduras ;Comercializadora;Rauten ;;AdministraciÜn;;;;1.819.800;345.762;;;2.165.562;Valcam ;Valcam;;;;
31-10-17;1807;Guêa ;Limagrain ;semilla  maravilla genitor hembra ;Semillas, plantas;LLay llay;girasol;Flores 18; R5XY3MJO ;1;36.000;28.800;;;;28.800;Nahuen ;Nahuen ;;;;
31-10-17;784;Fact;Limagrain ;Semilla maiz genitor hembra EG7329;Semillas, plantas;LLay llay;Maiz;Maêz 18; EQZ7253 ;12;8.100;97.200;18.468;;;115.668;Nahuen ;Nahuen ;;;;
31-10-17;784;Fact;Limagrain ;Semilla maiz genitor macho EG3023;Semillas, plantas;LLay llay;Maiz;Maêz 18; EQZ7253 ;6,5;8.100;52.650;10.004;;;62.654;Nahuen ;Nahuen ;;;;
31-10-17;785;Fact;Limagrain ;Semilla maiz genitor hembra EG3023;Semillas, plantas;LLay llay;Maiz;Maêz 18; EG3023 ;9,2;8.100;74.520;14.159;;;88.679;Nahuen ;Nahuen ;;;;
31-10-17;778;Fact;Limagrain ;Semilla maravilla genitor hembra ;Semillas, plantas;LLay llay;Maravilla;Maravilla 18; R5XY3MJO ;0,8;36.000;28.800;5.472;;;34.272;Nahuen ;Nahuen ;;;;
31-10-17;570;Fact;La Casa del perno ;pernos 1/2x2;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;8.462;1.608;;;10.070;brice_o;Brice_o;pagada;;;
31-10-17;628222;Fact;Disal ;sanitario polyportable ;Ba_o Quêmico;LLay llay;AdministraciÜn;AdministraciÜn;;;;67.500;12.825;;;80.325;valcam;Valcam;pendiente ;;30-11-17;
31-10-17;1924;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;19.472;3.700;;3.714;26.886;brice_o;Brice_o;;;;
31-10-17;36643;Fact;Com. Rosati;Diesel de octubre ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;778.766;brice_o;Brice_o;PAGADA;;;
31-10-17;37241;Fact;Com. Rosati;Diesel diferencia mes anterior ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;54.134;brice_o;Brice_o;PAGADA;;;
31-10-17;36645;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;528.500;brice_o;Brice_o;PAGADA;;;
31-10-17;36644;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;454.600;Valcam ;Valcam;PAGADA;;;
31-10-17;37236;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;;;;;383.500;Valcam ;Valcam;PAGADA;;;
31-10-17;16058;Fact;Chile Mat;materiales varios ;InversiÜn;LLay llay;Inversion riego;InversiÜn;;;;1.916;364;;;2.280;Valcam;Valcam;pagada;;;
31-10-17;16024;Fact;Chile mat;materiales varios ;InversiÜn;LLay llay;Inversion riego;InversiÜn;;;;33.555;6.375;;;39.930;Valcam;Valcam;pagada;;;
31-10-17;115522;Guia ;Barraca de Madera Central;sacos pintacal /pinos/clavos/malla mosca ;Bodega;San Jorge;Bodega;Bodega;;;;43.880;;;;43.880;brice_o;Brice_o;;;;
31-10-17;3761;Fact;Barraca de Madera Central;Sacos pintacal,pinos 1x5, 1/4 clavos 1 1/2 clavos, pino, mts malla mosca ;InversiÜn;San Jorge;Inversion bodega ;InversiÜn;;;;36.874;7.006;;;43.880;brice_o;Brice_o;pendiente;;;
31-10-17;1631;Guêa ;Agric. Marzan;plantulas;Semillas, plantas;Pocochay;Basil;Flores 18; panam 1053302 ;40.000;3;;;;;;Marzan ;Valcam;;;;
31-10-17;1631;Guêa ;Agric. Marzan;Plantulas ;Semillas, plantas;San Jorge;lobelia;Flores 18; panam 210751 ;7.146;3;;;;; -   ;Marzan ;Valcam;;;;
31-10-17;1631;Guêa ;Agric. Marzan;Plantulas ;Semillas, plantas;San Jorge;lobelia;Flores 18; panam 210755 ;8.329;3;;;;; -   ;Marzan ;Valcam;;;;
01-11-17;84338;Fact;Com. Bella palma;Bencina 93;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;8.786;1.669;;6.545;17.000;brice_o;Brice_o;pagada;;;
02-11-17;280;Fact;Soc. com. Elaboradora biagrifor;bioestimulante/fosfito40-20/cobre/magnesio/enraizante/fitoalgae npk;Bodega;San Jorge;Bodega;Bodega;;;;2.087.000;396.530;;;2.483.530;Valcam;Valcam;pagada;;;
02-11-17;7374;Guia ;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;650;;320.450;;;;320.450;brice_o;Brice_o;;;;
02-11-17;69;Guia ;Semilla de Los Andes;pupas de moscas polinizadoras;Repuestos;Collao;Bellis;Flores 18;;23;3.150;72.450;13.766;;;86.216;Valcam;Valcam;;;;
02-11-17;121;Fact;Salinas y Salinas Ltda;reparacion de tractores;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;335.750;63.793;;;399.543;brice_o;Brice_o;pagada;;;
02-11-17;122;Fact;Salinas y Salinas Ltda;Rep. Embrague;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;220.000;41.800;;;261.800;brice_o;Brice_o;pagada;;;
02-11-17;76314;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76315;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76316;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76318;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76319;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76320;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76323;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76355;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
02-11-17;76307;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76309;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76311;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76313;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76306;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76312;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76308;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;76310;Guia ;Pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18;;42;6.100;256.200;48.678;;;304.878;Invertec;Luis Rodriguez;;;;
02-11-17;7024;Fact;Librerêa Ohiggins;caja de seguridad;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;1;;9.160;1.740;;;10.900;Valcam;Valcam;pagada;;;
02-11-17;28;Fact;David villarroel Arancibia;Fletes desde llayllay a pocochay;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;100.000;19.000;;;119.000;Valcam;Valcam;PAGADA;;;
02-11-17;115317;ND;Copeval ;INTERES MAYOR PLAZO;Pago intereses;San Jorge;AdministraciÜn;AdministraciÜn;;;;36.127;6.864;;;42.991;Gonzalez;Valcam;Pagada;;;
02-11-17;3061177;Fact;Copeval ;Biocopper ;Bodega;San Jorge;Bodega;Bodega;;;;544.000;103.360;;;647.360;Gonzalez;Valcam;Pagada;PAGADA POR JUAN GONZALEZ ;;
02-11-17;3061178;Fact;Copeval ;Atranex;Bodega;San Jorge;Bodega;Bodega;;;;69.800;13.262;;;83.062;Gonzalez;Valcam;PAGADA POR JUAN GONZALEZ ;;;
02-11-17;2222186;Guia ;Copeval ;Polietag ;Bodega;San Jorge;Bodega;Bodega;;;;675.000;128.250;;;803.250;Gonzalez;Valcam;;;;
02-11-17;1931;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;46,42;;17.462;3.318;;3.077;23.857;brice_o;Brice_o;;;;
02-11-17;1928;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;21.923;4.165;;3.915;30.003;brice_o;Brice_o;;;;
02-11-17;40;Fact;Christian Gonzalez Zamora;Arriendo retroescvadora;Arriendo Maquinaria;San Jorge;Maquinaria;Maquinaria;;;;2.397.000;455.430;;;2.852.430;Valcam;Valcam;PAGADA;;;
02-11-17;16104;Fact;Chile Mat;materiales varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;32.739;6.221;;;38.960;Valcam;Valcam;pagada;;;
02-11-17;16134;Fact;Chile mat;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;1.664;316;;;1.980;Valcam ;Valcam;PAGADA;;;
02-11-17;1552;Guia ;Agroalmar ;Varios Riego ;Materiales de Riego;Pocochay;Flores;Flores 18;;;;153.009;29.072;;;182.081;brice_o;Brice_o;PAGADA;;;
03-11-17;16;Fact;Servitrac ;filtros ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;61.423;11.670;;;73.093;brice_o;Brice_o;pagada;;;
03-11-17;76321;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76322;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76324;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76356;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76357;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76358;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76359;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76502;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
03-11-17;76291;Guia ;pucalan;guano mts3;Guano;Catemu;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Ventura Sepulveda;;;;
03-11-17;76294;Guia ;pucalan;guano mts3;Guano;Catemu;Apio 18;Apio 18;;26;6.100;158.600;30.134;;;188.734;Invertec;Ventura Sepulveda;;;;
03-11-17;76293;Guia ;pucalan;guano mts3;Guano;Catemu;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec;Ventura Sepulveda;;;;
03-11-17;76292;Guia ;pucalan;guano mts3;Guano;Catemu;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Ventura Sepulveda;;;;
03-11-17;76295;Guia ;pucalan;guano mts3;Guano;Catemu;Apio 18;Apio 18;;30;6.100;183.000;34.770;;;217.770;Invertec;Ventura Sepulveda;;;;
03-11-17;76296;Guia ;pucalan;guano mts3;Guano;Catemu;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Ventura Sepulveda;;;;
03-11-17;88;Fact;Protekta;elementos de protecciÜn personal ;Materiales;San Jorge;Maquinaria;Maquinaria;;;;295.569;56.158;;;351.727;Valcam;Brice_o;pagado;;;
03-11-17;1935;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;48,52;;18.255;3.468;;3.216;24.939;brice_o;Brice_o;;;;
03-11-17;16173;Fact;Chile mat;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;12.361;2.349;;;14.710;Valcam ;Valcam;PAGADA;;;
03-11-17;5635190;Fact;Adm. De vtas al detalles;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;14.648;2.783;;2.569;20.000;brice_o;Brice_o;PAGADA;;;
04-11-17;3003330;Fact;Sergo Chile ;Punta arado  subsolado ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;66.472;12.630;;;79.102;brice_o;Brice_o;pagada;;;
04-11-17;76413;Guia ;Pucalan;guano;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Rodrigo Martinez;;;;
04-11-17;76501;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
04-11-17;76503;Guia ;pucalan;Guano 28  bolos ;Guano;LLay llay;Apio 18;Apio 18; S1 ;42;6.100;256.200;48.678;;;304.878;Invertec;Valcam;;;;
05-11-17;76414;Guia ;Pucalan;guano;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Rodrigo Martinez;;;;
05-11-17;76415;Guia ;Pucalan;guano;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Rodrigo Martinez;;;;
05-11-17;84744;Fact;Com. Bella palma;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;6.902;1.311;;5.087;13.300;brice_o;Brice_o;pagada;;;
06-11-17;76422;Guia ;pucalan;guano mts3;Guano;LLay llay;Apio 18;Apio 18;;40;6.100;244.000;46.360;;;290.360;Invertec;Rodrigo Martinez;;;;
06-11-17;76421;Guia ;pucalan;guano mts3;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Rodrigo Martinez;;;;
06-11-17;76427;Guia ;pucalan;guano mts3;Guano;LLay llay;Apio 18;Apio 18;;39;6.100;237.900;45.201;;;283.101;Invertec;Rodrigo Martinez;;;;
06-11-17;136023;Fact;Ferreterias Andina ;varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;150.849;28.661;;;179.510;Pedro Henriquez ;Valcam;PAGADA;;;
06-11-17;3061266;Fact;Copeval ;ultrasol produccion/ ultrasol inicial/command/prodigio/ dual gold ;Bodega;San Jorge;Bodega;Bodega;;;;841.300;159.847;;;1.001.147;Gonzalez;Valcam;Pagada;;;
06-11-17;1944;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;18.279;3.473;;3.220;24.972;brice_o;Brice_o;;;;
07-11-17;7493;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;;496.000;;;;496.000;brice_o;Brice_o;;;;
07-11-17;29;Fact;David villarroel Arancibia;fletes traslado de maquinaria;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;100.000;19.000;;;119.000;Valcam;Valcam;PAGADA;;;
