Fecha ;Nç;T.DOC.;Proveedor;Item;ClasificaciÜn Gastos;Lugar;Cultivo/Unidad;ClasificaciÜn Cultivo; Nç ; Cantidad ; Unit. ; Neto ; IVA ; IEF ; IEV/FEP ; Total ; Empresa ; REAL ; Estado 1 ; Comp /cheque ;Fecha ;Monto
02-10-17;1639;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;40,08;;14.779;2.808;;2.813;20.400;brice_o;Brice_o;;;;
02-10-17;1638;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;26.551;5.045;;5.053;36.649;brice_o;Brice_o;;;;
02-10-17;;Guia ;;generador de corriente 7rva;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;39.000;;;;39.000;valcam;Valcam;;;;
03-10-17;7195;Guia ;silva y cia ltda;diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;800;489;391.200;;;;391.200;brice_o;Brice_o;;;;
03-10-17;34;Guia ;Semilla de Los Andes;pupas de moscas polinizadoras;Repuestos;Collao;Bellis;Flores 18;;;;15.750;2.993;;;18.743;Valcam;Valcam;;;;
03-10-17;1765;Guia ;Com. Rosati;diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;52,3;509;26.605;;;;26.605;brice_o;Brice_o;;;;
03-10-17;2103;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;15.977;3.036;;2.630;21.643;brice_o;Brice_o;;;;
03-10-17;655943;Fact;Cals;nitrato de calcio;Bodega;San Jorge;Bodega;Bodega;;;;122.500;23.275;;;145.775;Gonzalez ;Valcam;PAGADA;;31-01-18;
03-10-17;1606;Guêa ;Agric. Marzan;plantulas  ;Semillas, plantas;caballos;Marigold;Flores 18; panam 221548 ;31.980;3;;;;; -   ;Marzan ;Valcam;;;;
03-10-17;203;Guêa ;Agri y Com dos cordilleras;plantulas  ;Semillas, plantas;caballos;Marigold;Flores 18; panam 221548 ;38.736;;;;;; -   ;Panamerican;Valcam;;;;
04-10-17;2991911;Fact;Sergo Chile ;chaveta universal 9,5;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;;16.864;3.204;;;20.068;brice_o;Brice_o;pagada;;;
04-10-17;37;Fact;Hector Rios Diaz;ventanas;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;201.681;38.319;;;240.000;valcam;Valcam;pagada;;;
04-10-17;9504;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Tomate;Tomate 18 ; hm7883 ;105.322;10;1.084.817;206.115;;;1.290.932;centauro;Valcam;;;;
04-10-17;7845;Fact;Cristobal covarrubias inversiones ;diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;2.934;557;;560;4.051;brice_o;Brice_o;pagada;;;
04-10-17;3002486;Fact;copeval;roudup full /troya 4ec;Bodega;San Jorge;Bodega;Bodega;;;;930.797;176.851;;;1.107.648;Massai;Massai;;;01-02-18;
04-10-17;3002482;Fact;Copeval;citroliv miscible;Bodega;San Jorge;Bodega;Bodega;;;;177.576;33.739;;;211.315;Massai;Massai;;;01-02-18;
04-10-17;1770;Guia ;Com. Rosati;diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;40,51;509;14.939;2.838;;2.843;20.620;brice_o;Brice_o;;;;
04-10-17;197253;boleta;Chile Mat;cal pintar saco 25 kg;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;3.890;;;;3.890;Valcam;Valcam;pagada;;;
04-10-17;656772;Fact;cals;Spectro ;Bodega;San Jorge;Bodega;Bodega;;1;55.920;55.920;10.625;;;66.545;Gonzalez ;Valcam;PAGADA;;01-02-18;
04-10-17;18104;Guêa ;Agrinset ltda;Plantulas;Semillas, plantas;LLay llay;Cebolla;Cebolla 18; cometa ;345.000;9;3.105.000;589.950;;;3.694.950;Valcam;Valcam;;;;
05-10-17;36;Guêa ;Semilla de Los Andes;plantulas;Semillas, plantas;Collao;rudbekia;Flores 18;;3.740;;;;;; -   ;Valcam;Valcam;;;;
05-10-17;36;Guêa ;Semilla de Los Andes;plantulas;Semillas, plantas;Pocochay;echinacea;Flores 18; EPU01a ;3.367;;;;;; -   ;Valcam;Valcam;;;;
05-10-17;131103;Fact;Ferreterias Andina ;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;77.915;14.804;;;92.719;Valcam;Valcam;pagada;;;
05-10-17;1645;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;52,14;514;19.714;3.746;;3.341;26.801;brice_o;Brice_o;;;;
05-10-17;14979;Fact;Chile Mat;clavos volcanita;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;3.345;635;;;3.980;Valcam;Valcam;pagada;;;
05-10-17;14446;Fact;Agroalmar;union cinta azul/abrazadera reforzada;Materiales de Riego;Collao;Oenothera;Flores 18;;;;22.200;4.218;;;26.418;brice_o;Brice_o;pagada;;;
05-10-17;207;Guêa ;Agri y Com dos cordilleras;plantulas  ;Semillas, plantas;caballos;Marigold;Flores 18; panam 1077381 ;26.986;;107.000;20.330;;;127.330;Panamerican;Valcam;;;;
05-10-17;207;Guêa ;Agri y Com dos cordilleras;plantulas  ;Semillas, plantas;olmue;aster;Flores 18; panam 1841 ;21.400;;134.930;25.637;;;160.567;Panamerican;Valcam;;;;
06-10-17;2282;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;800;352,07;281.654;53.514;;56.032;391.200;brice_o;Brice_o;PAGADA;;;
06-10-17;2285;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;850;359;304.972;57.945;;59.534;422.451;brice_o;Brice_o;PAGADA;;;
06-10-17;3555;Fact;Barraca de Madera Central;metros lienza/huincha aisladora/barra de fierro 6;Bodega;San Jorge;Bodega;Bodega;;;;19.336;3.674;;;23.010;brice_o;Brice_o;PAGADA;;06-10-18;
06-10-17;18115;Guêa ;Agrinset ltda;Plantulas;Semillas, plantas;LLay llay;Cebolla;Cebolla 18; cometa ;30.000;9;270.000;51.300;;;321.300;Valcam;Valcam;;;;
06-10-17;1611;Guêa ;Agric. Marzan;Plantulas;Semillas, plantas;olmue;Marigold;Flores 18; panam 1077384 ;13.412;3;;;;; -   ;Marzan ;Valcam;;;;
06-10-17;1612;Guêa ;Agric. Marzan;Plantulas ;Semillas, plantas;la calera ;Marigold;Flores 18; panam 1077393 ;13.449;3;; -   ;;; -   ;marzan;Valcam;;;;
08-10-17;1647;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;50,84;514;19.220;3.652;;3.258;26.130;brice_o;Brice_o;;;;
10-10-17;22101;Fact;Soquimich;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;10.000;;2.250.004;427.501;;;2.677.505;zamora;Valcam;PAGADA;;08-04-18;
10-10-17;41;Guia ;Semilla de Los Andes;pupas de moscas polinizadoras;Repuestos;Collao;Bellis;Flores 18;;15;3.150;47.250;8.978;;;56.228;Valcam;Valcam;;;;
10-10-17;3002582;Fact;Copeval;master fe ;Bodega;San Jorge;Bodega;Bodega;;;;38.300;7.277;;;45.577;Gonzalez;Valcam;Pagada;;07-02-18;
10-10-17;3002581;Fact;Copeval;betanal expert/zoberaminol foliar/trajes de agua;Bodega;San Jorge;Bodega;Bodega;;;;770.375;146.371;;;916.746;Gonzalez;Valcam;Pagada;;07-02-18;
10-10-17;1785;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;37,74;514;14.270;2.711;;2.419;19.400;brice_o;Brice_o;;;;
10-10-17;18118;Guêa ;Agrinset ltda;Plantulas;Semillas, plantas;LLay llay;Cebolla;Cebolla 18; cometa ;377.000;9;3.393.000;644.670;;;4.037.670;Valcam;Valcam;;;;
11-10-17;7206;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;840;496;416.640;;;;416.640;brice_o;Brice_o;;;;
11-10-17;7204;Guia ;silva y cia ltda;diesel;Bodega;LLay llay;Bodega;Bodega;;1.000;505;505.000;;;;505.000;brice_o;Brice_o;;;;
11-10-17;44;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;Collao;Gomphrena;Flores 18;;11.700;;;;;; -   ;Valcam;Valcam;;;;
11-10-17;83930;boleta;Ferreterias del sur;pino bruto;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;45.380;;;;45.380;valcam;Valcam;pagada;;;
11-10-17;195413;boleta;Ferreterias del sur;codo pvc;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;1.590;;;;1.590;valcam;Valcam;pagada;;;
11-10-17;1954411;boleta;Ferreterias del sur;codo pvc;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;5.370;;;;5.370;valcam;Valcam;pagada;;;
11-10-17;194053;boleta;Ferreterias del sur;espatula crossmann;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;4.200;;;;4.200;valcam;Valcam;pagada;;;
11-10-17;189831;boleta;Ferreterias del sur;lijas/espatula crossmann;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;7.440;;;;7.440;valcam;Valcam;pagada;;;
11-10-17;183998;boleta;Ferreterias del sur;clavos;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;5.960;;;;5.960;valcam;Valcam;pagada;;;
11-10-17;85773;boleta;ferreteria la estrella;pegamento;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;1.600;;;;1.600;valcam;Valcam;pagada;;;
11-10-17;3839550;boleta;ferreteria febicar;clavos;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;4.580;;;;4.580;valcam;Valcam;pagada;;;
11-10-17;444738;boleta;ferreteria ada marylyn;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;6.950;;;;6.950;valcam;Valcam;pagada;;;
11-10-17;0;boleta;ferreteria;Herramientas;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;9.900;;;;9.900;valcam;Valcam;pagada;;;
11-10-17;9561;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Tomate;Tomate 18 ; HM7883 ;102.142;10;1.052.063;199.892;;;1.251.955;centauro;Valcam;;;;
11-10-17;3002634;Fact;Copeval ;poliet ag mul ne 120/ul;Mulch;San Jorge;Aji 18;Ajê 18;;;;833.000;158.270;;;991.270;Massai ;Massai;;;;
11-10-17;1705;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;51,19;514;19.352;3.677;;3.280;26.309;brice_o;Brice_o;;;;
11-10-17;36443;Fact;Com. Rosati;aceites;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;133.613;25.386;;;158.999;brice_o;Brice_o;Pagada;;;
11-10-17;36442;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;796.998;151.430;;;948.428;brice_o;Brice_o;Pagada;;;
11-10-17;1615;Guêa ;Agric. Marzan;plantulas;Semillas, plantas;San Jorge;Allysum;Flores 18; panam 1837 ;122.400;3;;;;; -   ;Marzan ;Valcam;;;;
11-10-17;1616;Guêa ;Agric. Marzan;Plantulas;Semillas, plantas;Olmue;Allysum;Flores 18; panam 931165 ;68.500;3;;;;; -   ;Marzan ;Valcam;;;;
12-10-17;1732;Guêa ;Limagrain ;semilla maiz genitor hembra kg;Semillas, plantas;LLay llay;Maiz;Maêz 18; LIMPBI20 ;15;8.100;121.500;;;;121.500;Nahuen ;Nahuen ;;;;
12-10-17;1732;Guêa ;Limagrain ;semilla maiz genitor macho kg;Semillas, plantas;LLay llay;Maiz;Maêz 18; LIMPBI20 ;10;8.100;81.000;;;;81.000;Nahuen ;Nahuen ;;;;
12-10-17;96130;Fact;Europlant;Libamin Mix;Bodega;San Jorge;Bodega;Bodega;;1;65.000;65.000;12.350;;;77.350;zamora;Valcam;??;;;
12-10-17;25;Fact;David villarroel Arancibia;Traslado tractor c/ maquina desinfectadora ;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;50.000;9.500;;;59.500;brice_o;Brice_o;PAGADA;;;
12-10-17;3002670;Fact;Copeval;tTilt plus/bulldock;Bodega;San Jorge;Bodega;Bodega;;;;657.550;124.935;;;782.485;Massai;Massai;;;09-02-18;
12-10-17;2435;Fact;Bertero;Rep. Neumatico tractor 7;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;16.807;3.193;;;20.000;brice_o;Brice_o;pagada;;;
12-10-17;1618;Guêa ;Agric. Marzan;plantulas;Semillas, plantas;San Jorge;Dahlia;Flores 18; panam 1940 ;12.121;3;;;;; -   ;Marzan ;Valcam;;;;
12-10-17;1618;Guêa ;Agric. Marzan;plantulas;Semillas, plantas;San Jorge;zinnia;Flores 18; panam 2766 ;8.290;3;;;;; -   ;Marzan;Valcam;;;;
13-10-17;13;Fact;Jaime Arancibia Godoy;apio ;Comercializadora;San Jorge;Apio 17;Apio 17;;130.120;50;6.506.000;1.236.140;;;7.742.140;Valcam;Valcam;pendiente;;;
13-10-17;3002710;Fact;Copeval;Polietag Pez25 Nei;Materiales de Riego;Bodega;Aji 18;Ajê 18;;12;56.250;675.000;128.250;;;803.250;Gonzalez;Valcam;Pagada;;;
13-10-17;3002703;Fact;Copeval;Poliet ag pez20;Bodega;San Jorge;Bodega;Bodega;;40;;2.748.609;522.236;;;3.270.845;Massai;Massai;;;;
13-10-17;3002695;Fact;Copeval;goal/raft ;Bodega;San Jorge;Bodega;Bodega;;;;465.555;88.455;;;554.010;Massai;Massai;;;;
13-10-17;3002704;Fact;Copeval;gramoxone super/selecron/pirimor/malla raschel;Bodega;San Jorge;Bodega;Bodega;;;;183.240;34.816;;;218.056;Gonzalez;Valcam;Pagada;;10-02-18;
13-10-17;3002694;Fact;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;;;938.000;178.220;;;1.116.220;Massai;Massai;;;;
13-10-17;1714;Guia ;Com. Rosati;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;54,56;517;20.488;3.893;;3.829;28.210;brice_o;Brice_o;;;;
13-10-17;1713;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;43,87;517;16.473;3.130;;3.079;22.682;brice_o;Brice_o;;;;
13-10-17;663821;Fact;Cals;Selecron/pirimor;Bodega;San Jorge;Bodega;Bodega;;;;111.060;21.101;;;132.161;Gonzalez ;Valcam;PAGADA;;10-02-18;
13-10-17;18123;Guêa ;Agrinset ltda;Plantulas;Semillas, plantas;LLay llay;Cebolla;Cebolla 18; cometa ;264.500;9;2.380.500;452.295;;;2.832.795;Valcam;Valcam;;;;
14-10-17;9588;Guêa ;Europlant;Plantulas ;Semillas, plantas;Casta_o 1;Aji 18;Ajê 18; px207 ;115.258;11;1.210.209;229.940;;;1.440.149;Juan Bas;Massai;;;13-11-17;
14-10-17;9587;Guêa ;Europlant;plantulas ;Semillas, plantas;Olmue;Aji 18;Ajê 18; ug15503 ;127.786;11;1.341.753;254.933;;;1.596.686;Juan Bas;Valcam;;;;
14-10-17;798428;Fact;Discentro;Farmon;Bodega;San Jorge;Bodega;Bodega;;1;55.064;55.064;10.462;;;65.526;Valcam;Valcam;Pagada;;;
15-10-17;1715;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;36,75;517;13.798;2.622;;2.579;18.999;brice_o;Brice_o;;;;
16-10-17;2322;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;365.396;69.425;;70.179;505.000;brice_o;Brice_o;PAGADA;;;
16-10-17;2323;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;300.580;57.110;;58.950;416.640;brice_o;Brice_o;PAGADA;;;
16-10-17;48;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;Collao;celosia;Flores 18;8.400;8.400;;;;;; -   ;Valcam;Valcam;;;;
16-10-17;48;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;Pocochay;celosia;Flores 18;5.900;5.900;;;;;;;Valcam;Valcam;;;;
16-10-17;48;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;Collao;dahlia;Flores 18;3.000.020;3.300;;;;;;;Valcam;Valcam;;;;
16-10-17;49;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;Pocochay;zinnia;Flores 18; ZE03a ;4.700; lote59334 ;;;;;;Valcam;Valcam;;;;
16-10-17;49;Guêa ;Semilla de Los Andes;Plantulas;Semillas, plantas;Collao;zinnia;Flores 18; ZE03e ;4.000; lote86037 ;;;;;;Valcam;Valcam;;;;
16-10-17;134639;Guia ;Massai;Rollos de mulch;Bodega;San Jorge;Bodega;Bodega;;14;;;;;; -   ;Massai;Massai;;;;
16-10-17;530;Fact;La Casa del perno ;pernosM14X40 C/tuerca ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;85.714;16.286;;;102.000;brice_o;Brice_o;pagada;se transfirio a juan salvador;;
16-10-17;3002748;Fact;Copeval;Betanal expert ;Bodega;Olmue;Espinaca;Bodega;;2;;70.400;13.376;;;83.776;Gonzalez;Valcam;Pagada;;;
16-10-17;2176770;Guia ;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;1.450;268;388.600;73.834;;;462.434;massai;Massai;;;;
16-10-17;1725;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;43,87;517;16.473;3.130;;3.079;22.682;brice_o;Brice_o;;;;
16-10-17;1722;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;21.790;4.140;;4.073;30.003;brice_o;Brice_o;;;;
16-10-17;15200;Fact;Chile Mat;varios;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;44.370;8.430;;;52.800;Valcam;Valcam;pagada;;;
17-10-17;53;Guia ;Semilla de Los Andes;pupas de moscas polinizadoras;Repuestos;Collao;Bellis;Flores 18;;21;3.150;66.150;12.569;;;78.719;Valcam;Valcam;;;;
17-10-17;8196;Fact;Ricardo Bahamondez;tintas impresoras epson t664;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;;;21.849;4.151;;;26.000;Valcam;Valcam;Pagada;;;
17-10-17;2137073;Guia ;Copeval ;Streamline;Bodega;San Jorge;Bodega;Bodega;;;;7.230.600;1.373.814;;;8.604.414;Massai;Massai;;;;
17-10-17;83242;Fact;Com. Bella palma;Gasolina 93;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;7.843;1.490;;5.667;15.000;brice_o;Brice_o;Por pagar a victor valenzuela ;;;
17-10-17;1619;Guêa ;Agric. Marzan;Plantulas ;Semillas, plantas;San Jorge;Allysum;Flores 18; Panam1837 ;129.782;3;; -   ;;; -   ;Marzan ;Valcam;;;;
18-10-17;7241;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1.000;;;;;; -   ;brice_o;Brice_o;;;;
18-10-17;52;Guia ;Semilla de Los Andes;pupas de moscas polinizadoras;Repuestos;Collao;Rudbekia;Flores 18; RH03a ;540;;;;;; -   ;Valcam;Valcam;;;;
18-10-17;45;Guêa ;Panamerican Chile;Plantulas;Semillas, plantas;LLay llay;Marigold;Flores 18;panam 1146954;152.880;;;;;; -   ;Valcam;Valcam;;;;
18-10-17;22;Fact;Maestranza la palma;reparacion  tractor;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;449.000;85.310;;;534.310;brice_o;Brice_o;PAGADA;;;
18-10-17;746;Fact;Limagrain ;semilla  maiz  genitor hembra ;Semillas, plantas;LLay llay;Maiz;Maêz 18; LIMPBI20  ;15;8.100;121.500;23.085;;;144.585;Nahuen ;Nahuen ;;;;
18-10-17;746;Fact;Limagrain ;semilla  maiz  genitor macho ;Semillas, plantas;LLay llay;Maiz;Maêz 18; LIMPBI20   ;10;8.100;81.000;15.390;;;96.390;Nahuen ;Nahuen ;;;;
18-10-17;3002821;Fact;Copeval ;cuchilla 3 puntas ;Repuestos;;;Maquinaria;;;;16.900;3.211;;;20.111;Gonzalez;Gonzalez;pagada por agric. Valcam ;;;
18-10-17;3002808;Fact;Copeval;Confidor / Goldazim / succses;Bodega;Bodega;Bodega;Bodega;; 1L / 1L / 1L ;;391.700;74.423;;;466.123;Gonzalez;Valcam;Pagada;;;
18-10-17;3002834;Fact;Copeval;Betanal expert;Bodega;San Jorge;Bodega;Bodega;;12;35.200;422.400;80.256;;;502.656;Gonzalez;Valcam;Pagada;;;
19-10-17;2370;Fact;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;364.803;69.313;;74.886;509.002;brice_o;Brice_o;PAGADA;;;
19-10-17;2370;Fact;silva y cia ltda;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;364.803;69.313;;74.886;509.002;brice_o;Brice_o;PAGADA;;;
19-10-17;9666159;boleta;Lit cargo;costo envio de documentos ;Correo y encomienda;San Jorge;AdministraciÜn;AdministraciÜn;;;;17.736;;;;17.736;brice_o;Brice_o;pagada;;;
19-10-17;92425;Guêa ;Limagrain ;genitor hembra KG;Semillas, plantas;LLay llay;Maiz;Maêz 18; EQZ7253/EG7329 ;12;8.100;97.200;;;;97.200;Nahuen ;Nahuen ;;;;
19-10-17;92425;Guêa ;Limagrain ;genitor macho Kg;Semillas, plantas;LLay llay;Maiz;Maêz 18; EQZ7253/EG3023 ;7;8.100;52.650;;;;52.650;Nahuen ;Nahuen ;;;;
19-10-17;92426;Guêa ;Limagrain ;genitor hembra KG;Semillas, plantas;LLay llay;Maiz;Maêz 18; EG3023 ;9;; -   ;;;; -   ;Nahuen ;Nahuen ;;;;
19-10-17;6819;Fact;Librerêa Ohiggins;articulos de oficina;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;;;13.025;2.475;;;15.500;brice_o;Brice_o;pagada;;;
19-10-17;19082;Fact;Fronza;Ampolleta h7 ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;7.500;1.425;;;8.925;brice_o;Brice_o;PAGADA;;;
19-10-17;15289;Fact;Ferreterias Andina ;materiales varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;46.499;8.835;;;55.334;Valcam;Valcam;pagada;;;
19-10-17;135576;Fact;Ferreterias Andina ;materiales varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;23.383;4.443;;;27.826;Valcam;Valcam;pagada;;;
19-10-17;9633;Guêa ;Europlant;plantulas;Semillas, plantas;Olmue;Aji 18;Ajê 18; PX207 ;186.818;;1.961.589;372.702;;;2.334.291;Juan Bas;Valcam;;;;
19-10-17;1734;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;49,16;517;18.265;3.470;;3.681;25.416;brice_o;Brice_o;;;;
19-10-17;5568674;Fact;Adm. De vtas al detalles;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;22.445;4.265;;3.321;30.031;brice_o;Brice_o;PAGADA;;;
19-10-17;5568674;Fact;Adm. De vtas al detalles;Diesel ;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;14.382;2.733;;2.885;20.000;brice_o;Brice_o;PAGADA;;;
20-10-17;800;Fact;Soc. com. JVG;rodamiento;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;7.479;1.421;;;8.900;brice_o;Brice_o;pagada;;;
20-10-17;2997900;Fact;Sergo chile;rodamiento ;Repuestos;San Jorge;Maquinaria;Maquinaria;;;;36.180;6.874;;;43.054;brice_o;Brice_o;pagada;;;
20-10-17;9653;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Aji 18;Ajê 18; PX207 ;355.558;;3.733.359;709.338;;;4.442.697;Juan Bas;Valcam;;;;
20-10-17;9654;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Aji 18;Ajê 18; NO ETIQ ;42.185;;442.943;84.159;;;527.102;Juan Bas;Valcam;;;;
20-10-17;9656;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Tomate;Tomate 18 ; HM7883 ;19.872;10;204.682;38.890;;;243.572;centauro;Valcam;;;;
20-10-17;26;Fact;David villarroel Arancibia;fletes desde pocochay a llayllay;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;;;100.000;19.000;;;119.000;Valcam;Valcam;PAGADA;;;
20-10-17;2176724;Guia ;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;1.000;268;268.000;50.920;;;318.920;Massai;Massai;;;;
20-10-17;2176725;Guia ;Copeval;succes;Bodega;San Jorge;Bodega;Bodega;;;;270.900;51.471;;;322.371;Gonzalez;Valcam;;;17-02-17;
20-10-17;1741;Guia ;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;;;13.775;2.617;;2.809;19.201;brice_o;Brice_o;;;;
20-10-17;2470;Fact;Bertero;reparacion neumatico tractor ;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;;21.008;3.992;;;25.000;brice_o;Brice_o;pagada;;;
20-10-17;2476;Fact;Bertero;camara tractor 18.4x34;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;;33.614;6.387;;;40.001;brice_o;Brice_o;pagada;;;
20-10-17;22842;Fact;Automotriz Cartoni ;Mantencion camioneta;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;;;283.030;53.776;;;336.806;Valcam;Brice_o;pagada;;;
20-10-17;15074;Fact;Agroalmar;codo pvc;Materiales de Riego;Pocochay;flores;Flores 18;;;;5.498;1.045;;;6.543;Massai;Massai;;;;
20-10-17;15075;Fact;Agroalmar;abrazaderas/codo pvc/tee pvc/reduccion larga/valv pvc;Materiales de Riego;Pocochay;flores;Flores 18;;;;40.135;7.626;;;47.761;brice_o;Valcam;pagada;;;
20-10-17;1625;Guêa ;Agric. Marzan;Plantulas;Semillas, plantas;LLay llay;Allysum;Flores 18; panam 1837 ;129.792;3;;;;; -   ;Marzan ;Valcam;;;;
20-10-17;1626;Guêa ;Agric. Marzan;Plantulas;Semillas, plantas;LLay llay;Allysum;Flores 18; panam 1837 ;129.792;3;;;;; -   ;Marzan ;Valcam;;;;
21-10-17;7333;Guia ;silva y cia ltda;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;900;491;;;;; -   ;brice_o;Brice_o;;;;
21-10-17;26;Fact;Juan Gonzalez;apio;Comercializadora;San Jorge;Apio 17;Apio 17;;;;15.195.000;2.887.050;;;18.082.050;Valcam;Valcam;;;;
21-10-17;281938;Guia ;Cals;Spectro ;Bodega;LLay llay;Bodega;Bodega;;;;282.925;53.755;;;336.680;centauro;Valcam;;;;
21-10-17;15111;Fact;Agroalmar;manguera layflat 2;Materiales de Riego;La Ligua;flores;Flores 18;;100;790;71.100;13.509;;;84.609;brice_o;Brice_o;pagada;;;
23-10-17;135682;Fact;Ferreterias Andina ;materiales varios ;InversiÜn;LLay llay;Inversion comedor ;InversiÜn;;;;108.040;20.528;;;128.568;Valcam;Valcam;pagada;;;
23-10-17;3002949;Fact;Copeval;Malla rachel;Bodega;San Jorge;Bodega;Bodega;;100;507;50.700;9.633;;;60.333;Gonzalez;Valcam;Pagada;;;
